record_id,section,priority,year,title,publication_status,status_category,venue,identifier,verification_source,bibliography_eligibility,note_quality,evidence_readiness,pages,canonical_status_detail,final_exclusion_reason
210,S3,P3,2024,Playing NetHack with LLMs: Potential & Limitations as Zero-Shot Agents,Published,Archival published,"2024 IEEE Conference on Games (CoG 2024), pages 1–8",https://doi.org/10.1109/CoG60054.2024.10645630,https://ieeexplore.ieee.org/document/10645630/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
211,S3,P3,2024,Memory Sharing for Large Language Model based Agents,Preprint-only,Preprint/technical report,,2404.09982,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
212,S3,P3,2024,"Toward Self-Improvement of LLMs via Imagination, Searching, and Criticizing",Published,Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://proceedings.neurips.cc/paper_files/paper/2024/hash/5e5853f35164e434015716a8c2a66543-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/hash/5e5853f35164e434015716a8c2a66543-Abstract-Conference.html,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
213,S3,P3,2024,360°REA: Towards Reusable Experience Accumulation with 360° Assessment for Multi-Agent Systems,Published,Archival published,"Findings of the Association for Computational Linguistics: ACL 2024, pages 13149–13162",https://doi.org/10.18653/v1/2024.findings-acl.778,https://aclanthology.org/2024.findings-acl.778/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
214,S3,P3,2024,A Survey on Large Language Model-Based Game Agents,Accepted,Archival accepted,ACM Computing Surveys (to appear),https://doi.org/10.48550/arXiv.2404.02039; arXiv:2404.02039,Shared-DOI conflict verification,Eligible if cited,A,Ready for claim-level use,,,
215,S3,P3,2024,AgentKit: Structured LLM Reasoning with Dynamic Graphs,Accepted,Archival accepted,Conference on Language Modeling (COLM 2024),https://openreview.net/forum?id=PKfAq8N4fK,https://openreview.net/forum?id=PKfAq8N4fK,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
216,S3,P3,2024,Agent Planning with World Knowledge Model,Published,Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://proceedings.neurips.cc/paper_files/paper/2024/hash/d032263772946dd5026e7f3cd22bce5b-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/hash/d032263772946dd5026e7f3cd22bce5b-Abstract-Conference.html,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
217,S3,P3,2024,A Human-Like Reasoning Framework for Multi-Phases Planning Task with Large Language Models,Preprint-only,Preprint/technical report,,2405.18208,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
218,S3,P3,2024,AI-native Memory- A Pathway from LLMs Towards AGI,Preprint-only,Preprint/technical report,,2406.18312,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
219,S3,P3,2024,Ask-before-Plan: Proactive Language Agents for Real-World Planning,Published,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2024,https://doi.org/10.18653/v1/2024.findings-emnlp.636,https://aclanthology.org/2024.findings-emnlp.636/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
220,S3,P3,2025,"A Review of Prominent Paradigms for LLM-Based Agents: Tool Use (Including RAG), Planning, and Feedback Learning",Published,Archival published,"Proceedings of the 31st International Conference on Computational Linguistics (COLING 2025), pages 9760–9779",https://aclanthology.org/2025.coling-main.658/,https://aclanthology.org/2025.coling-main.658/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference survey,
221,S3,P3,2024,Chain of Agents: Large Language Models Collaborating on Long-Context Tasks,Published,Archival published,Advances in Neural Information Processing Systems 37 (NeurIPS 2024),https://proceedings.neurips.cc/,https://proceedings.neurips.cc/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
222,S3,P3,2024,FlowBench: Revisiting and Benchmarking Workflow-Guided Planning for LLM-based Agents,Published,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2024,https://doi.org/10.18653/v1/2024.findings-emnlp.638,https://aclanthology.org/2024.findings-emnlp.638/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
223,S3,P3,2025,AriGraph: Learning Knowledge Graph World Models with Episodic Memory for LLM Agents,Published,Archival published,Proceedings of the Thirty-Fourth International Joint Conference on Artificial Intelligence (IJCAI 2025),https://doi.org/10.24963/ijcai.2025/2,https://www.ijcai.org/proceedings/2025/2,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
224,S3,P3,2024,AutoFlow Automated Workflow Generation for Large Language Model Agents,Preprint-only,Preprint/technical report,,2407.12821,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
225,S3,P3,2024,AutoGRAMS Autonomous Graphical Agent Modeling Software,Preprint-only,Preprint/technical report,,2407.10049,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
226,S3,P3,2024,Agentic Information Retrieval,Preprint-only,Preprint/technical report,,2410.09713,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
227,S3,P3,2024,Asynchronous Tool Usage for Real-Time Agents,Preprint-only,Preprint/technical report,,2410.21620,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
228,S3,P3,2024,"On The Planning Abilities of OpenAI’s o1 Models- Feasibility, Optimality, and Generalizability",Preprint-only,Preprint/technical report,arXiv,2409.19924,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
229,S3,P3,2024,Planning in Strawberry Fields- Evaluating and Improving the Planning and Scheduling Capabilities of LRM o1,Preprint-only,Preprint/technical report,,2410.02162,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
230,S3,P3,2025,Planning in the Dark: LLM-Symbolic Planning Pipeline without Experts,Published,Archival published,"Proceedings of the AAAI Conference on Artificial Intelligence, Vol. 39, No. 25",https://doi.org/10.1609/aaai.v39i25.34855,https://doi.org/10.1609/aaai.v39i25.34855,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
231,S3,P3,2024,PRACT: Optimizing Principled Reasoning and Acting of LLM Agent,Published,Archival published,Proceedings of the 28th Conference on Computational Natural Language Learning (CoNLL 2024),https://doi.org/10.18653/v1/2024.conll-1.33,https://aclanthology.org/2024.conll-1.33/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
232,S3,P3,2025,Steering Large Language Models between Code Execution and Textual Reasoning,Published,Archival published,ICLR 2025,"proceedings.iclr.cc (2025, OpenReview 5X5Z7Ffrjb); 2410.03524",External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
233,S3,P3,2025,ACC-Collab: An Actor-Critic Approach to Multi-Agent LLM Collaboration,Published,Archival published,International Conference on Learning Representations (ICLR 2025),https://openreview.net/forum?id=nfKfAzkiez,https://openreview.net/forum?id=nfKfAzkiez,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
234,S3,P3,2024,"AgentBank: Towards Generalized LLM Agents via Fine-Tuning on 50,000+ Interaction Trajectories",Published,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2024,https://doi.org/10.18653/v1/2024.findings-emnlp.116,https://aclanthology.org/2024.findings-emnlp.116/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
235,S3,P3,2024,Agents Thinking Fast and Slow A Talker-Reasoner Architecture,Preprint-only (non-archival wksp),Preprint/technical report,NeurIPS 2024 Open-World Agents Workshop,OpenReview xPhcP6rbI4; 2410.08328,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
236,S3,P3,2024,AgentSquare Automatic LLM Agent Search in Modular Design Space,Preprint,Preprint/technical report,arXiv preprint,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
237,S3,P3,2025,OPTIMA: Optimizing Effectiveness and Efficiency for LLM-Based Multi-Agent Systems,Published,Archival published,Findings of the Association for Computational Linguistics: ACL 2025,https://doi.org/10.18653/v1/2025.findings-acl.601,https://aclanthology.org/2025.findings-acl.601/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
238,S3,P3,2025,Proactive Agent: Shifting LLM Agents from Reactive Responses to Active Assistance,Accepted,Archival accepted,International Conference on Learning Representations (ICLR 2025),https://openreview.net/forum?id=sRIU6k2TcU,https://openreview.net/forum?id=sRIU6k2TcU,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
239,S3,P3,2024,TaskBench: Benchmarking Large Language Models for Task Automation,Published,Archival published,"Advances in Neural Information Processing Systems 37, Datasets and Benchmarks Track (NeurIPS 2024)",https://proceedings.neurips.cc/paper_files/paper/2024/hash/085185ea97db31ae6dcac7497616fd3e-Abstract-Datasets_and_Benchmarks_Track.html,https://proceedings.neurips.cc/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference Datasets and Benchmarks paper,
240,S3,P3,2024,A Collaborative Multi-Agent Approach to Retrieval-Augmented Generation Across Diverse Data,Preprint-only,Preprint/technical report,arXiv,2412.05838,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
241,S3,P3,2024,Agents Are Not Enough,Preprint-only,Preprint/technical report,"arXiv (marked ""under review"")",2412.16241,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
242,S3,P3,2025,EscapeBench: Towards Advancing Creative Intelligence of Language Model Agents,Published,Archival published,"Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (ACL 2025), Long Papers",https://doi.org/10.18653/v1/2025.acl-long.39,https://aclanthology.org/2025.acl-long.39/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
243,S3,P3,2024,Aviary training language agents on challenging scientific tasks,Preprint (workshop only),Preprint/technical report,,2412.21154,External venue audit: compass_artifact_wf-d28261fe-4e0d-53d9-9225-a8a9fe0f3b8a_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
244,S3,P3,2025,The Lighthouse of Language: Enhancing LLM Agents via Critique-Guided Improvement,Accepted,Archival accepted,Advances in Neural Information Processing Systems 39 (NeurIPS 2025),https://openreview.net/forum?id=D88yhLFzDR,https://openreview.net/forum?id=D88yhLFzDR,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
245,S3,P3,2025,Unified Mind Model Reimagining Autonomous Agents in the LLM Era,Preprint-only,Preprint/technical report,,2503.03459,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
246,S3,P3,2025,Dual Engines of Thoughts- A Depth-Breadth Integration Framework for Open-Ended Analysis,Preprint-only,Preprint/technical report,,2504.07872,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
247,S3,P3,2026,LLMs are Greedy Agents: Effects of RL Fine-tuning on Decision-Making Abilities,Published,Archival published,"International Conference on Learning Representations (ICLR 2026), Poster",https://openreview.net/forum?id=weUP6H5Ko9,https://openreview.net/forum?id=weUP6H5Ko9,Eligible if cited,Missing,Needs paper-specific evidence note,,Accepted/published - archival conference paper,
248,S3,P3,2025,MARFT- Multi-Agent Reinforcement Fine-Tuning,Preprint-only,Preprint/technical report,,2504.16129,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
249,S3,P3,2025,"Meta-Agent-Workflow: Streamlining Tool Usage in LLMs through Workflow Construction, Retrieval, and Refinement",Published,Archival published,Companion Proceedings of the ACM Web Conference 2025 (WWW Companion 2025),https://doi.org/10.1145/3701716.3715247,https://doi.org/10.1145/3701716.3715247,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival ACM companion proceedings paper,
250,S3,P3,2025,Orchestrating Agents and Data for Enterprise- A Blueprint Architecture for Compound AI,Preprint,Preprint/technical report,arXiv preprint arXiv:2504.08148,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
251,S3,P3,2025,OTC- Optimal Tool Calls via Reinforcement Learning,Preprint-only,Preprint/technical report,arXiv,2504.14870,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
252,S3,P3,2025,Towards Agentic RAG with Deep Reasoning- A Survey of RAG-Reasoning Systems in LLMs,Preprint,Preprint/technical report,arXiv preprint,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
253,S3,P3,2025,A Comprehensive Review of AI Agents -Transforming Possibilities in Technology and Beyond,Preprint-only,Preprint/technical report,,2508.11957,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
254,S3,P3,2025,A Comprehensive Survey of Self-Evolving AI Agents,Preprint-only,Preprint/technical report,arXiv,2508.07407,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
255,S3,P3,2025,"A Survey on AgentOps- Categorization, Challenges, and Future Directions",Preprint-only,Preprint/technical report,,2508.02121,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
256,S3,P3,2025,AgentScope 1.0- A Developer-Centric Framework for Building Agentic Applications,Preprint,Preprint/technical report,arXiv preprint arXiv:2508.16279,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
257,S3,P3,2025,Analyzing Information Sharing and Coordination in Multi-Agent Planning,Preprint,Preprint/technical report,arXiv preprint arXiv:2508.12981,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
258,S3,P3,2025,Open Data Synthesis for Deep Research,Preprint,Preprint/technical report,arXiv preprint arXiv:2509.00375,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
259,S3,P3,2025,Orchestrator- Active Inference for Multi-Agent Systems in Long-Horizon Tasks,Non-archival workshop,Workshop/non-archival,"Likely a ""Multi-Turn Interactions in LLMs"" workshop (formatting); unconfirmed archival status",2509.05651,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Not eligible under strict journal rule,Missing,Context only; verify archival status,,,
260,S3,P3,2025,ReasoningBank- Scaling Agent Self-Evolving with Reasoning Memory,Preprint-only,Preprint/technical report,arXiv (Google),2509.25140,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
261,S3,P3,2025,"Agentic AI- A Comprehensive Survey of Architectures, Applications, and Future Directions",Preprint,Preprint/technical report,arXiv preprint arXiv:2510.25445,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
262,S3,P3,2026,Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models,Accepted,Archival accepted,"International Conference on Learning Representations, ICLR 2026",https://openreview.net/forum?id=eC4ygDs02R,Verified in final SLR bibliography,Eligible if cited,Missing,Needs paper-specific evidence note,,Published — archival ICLR 2026 conference paper,
263,S3,P3,2025,Agentic Reasoning and Refinement through Semantic Interaction,Preprint,Preprint/technical report,arXiv preprint arXiv:2510.02157,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
264,S3,P3,2025,ALITA-G- Self-Evolving Generative Agent for Agent Generation,Preprint,Preprint/technical report,arXiv preprint arXiv:2510.23601,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
265,S3,P3,2025,AlphaApollo- Orchestrating Foundation Models and Professional Tools into a Self-Evolving System for Deep Agentic Reasoning,Published workshop paper,Workshop/conditional,Lifelong Agent Workshop at ICLR 2026,,Verified in final SLR bibliography,Conditional - verify archival proceedings,Missing,Context only; verify archival status,,,
266,S3,P3,2025,Scaling Long-Horizon LLM Agent via Context-Folding,Preprint,Preprint/technical report,arXiv preprint arXiv:2510.11967,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
267,S3,P3,2025,The Era of Agentic Organization- Learning to Organize with Language Models,Preprint,Preprint/technical report,arXiv preprint arXiv:2510.26658,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
268,S3,P3,2026,AgentOCR: Reimagining Agent History via Optical Self-Compression,Published,Archival published,"Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics, Volume 1: Long Papers",https://doi.org/10.18653/v1/2026.acl-long.230,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,Missing,Needs paper-specific evidence note,5067–5086,Published — archival ACL 2026 long paper,
269,S3,P3,2026,Aligning Agentic World Models via Knowledgeable Experience Learning,Preprint,Preprint/technical report,arXiv preprint arXiv:2601.13247,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
270,S3,P3,2026,AtomMem - Learnable Dynamic Agentic Memory with Atomic Memory Operation,Preprint,Preprint/technical report,arXiv preprint arXiv:2601.08323,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
271,S3,P3,2026,AORCHESTRA- Automating Sub-Agent Creation for Agentic Orchestration,Preprint,Preprint/technical report,arXiv preprint arXiv:2602.03786,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
272,S3,P3,2026,Beyond RAG for Agent Memory- Retrieval by Decoupling and Aggregation,Preprint,Preprint/technical report,arXiv preprint arXiv:2602.02007,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
273,S3,P3,2026,Caesar- Deep Agentic Web Exploration for Creative Answer Synthesis,Preprint,Preprint/technical report,arXiv preprint arXiv:2604.20855,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
274,S3,P3,2026,"Data Agents: Levels, State of the Art, and Open Problems",Published,Archival published,"Companion of the 2026 International Conference on Management of Data, SIGMOD Companion 2026",https://doi.org/10.1145/3788853.3801878,Verified in ACM survey,Eligible if cited,Missing,Needs paper-specific evidence note,571–579,Published — archival ACM SIGMOD Companion tutorial paper,
275,S3,P3,2026,LatentMem- Customizing Latent Memory for Multi-Agent Systems,Preprint,Preprint/technical report,arXiv preprint arXiv:2602.03036,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
276,S3,P3,2026,"MCP-Flow- Facilitating LLM Agents to Master Real-World, Diverse and Scaling MCP Tools",Preprint,Preprint/technical report,arXiv preprint arXiv:2510.24284,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
277,S3,P3,2026,OCR-Memory- Optical Context Retrieval for Long-Horizon Agent Memory,Preprint,Preprint/technical report,arXiv preprint arXiv:2604.26622,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
278,S3,P3,2026,StructMem- Structured Memory for Long-Horizon Behavior in LLMs,Preprint,Preprint/technical report,arXiv preprint arXiv:2604.21748,,Verified in final SLR bibliography,Not eligible under strict journal rule,Missing,Supplementary landscape only under strict WWW rule,,,
279,S4,P0,2017,World of Bits- An Open-Domain Platform for Web-Based Agents,Published,Archival published,Proceedings of ICML,,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
280,S4,P0,2022,WebGPT- Browser-Assisted Question-Answering with Human Feedback,Preprint,Preprint/technical report,arXiv preprint arXiv:2112.09332,,Verified in ACM survey,Not eligible under strict journal rule,A,Supplementary landscape only under strict WWW rule,,,
281,S4,P0,2022,WebShop- Towards Scalable Real-World Web Interaction with Grounded Language Agents,Published,Archival published,Advances in NeurIPS,https://doi.org/10.52202/068431-1508,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
282,S4,P0,2024,SeeAct- GPT-4V__ision__ is a Generalist Web Agent if Grounded,Published,Archival published,Proceedings of ICML,arXiv:2401.01614,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
283,S4,P0,2024,- WebVoyager- Building an End-to-End Web Agent with,Published,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2024.acl-long.371,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
284,S4,P1,2018,Reinforcement Learning on Web Interfaces using Workflow-Guided Exploration,Published,Archival published,International Conference on Learning Representations,,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
285,S4,P1,2019,DOM-Q-NET- Grounded RL on Structured Language,Published,Archival published,International Conference on Learning Representations,,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
286,S4,P1,2024,A Real-World WebAgent with Planning Long Context Understanding and Program Synthesis,Published,Archival published,International Conference on Learning Representations,,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
287,S4,P1,2024,Large Language Model Powered Agents in the Web,Published,Archival published,Companion Proceedings of the ACM Web Conference 2024,https://doi.org/10.1145/3589335.3641240,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
288,S4,P1,2024,AutoWebGLM: Bootstrap and Reinforce a Large Language Model-Based Web Navigating Agent,Published,Archival published,Proceedings of ACM SIGKDD,https://doi.org/10.1145/3637528.3671620,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
289,S4,P1,2025,Agent S An Open Agentic Framework that Uses Computers Like a Human,Published,Archival published,International Conference on Learning Representations,arXiv:2410.08164,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
290,S4,P1,2024,AutoGLM Autonomous Foundation Agents for GUIs,Preprint,Preprint/technical report,arXiv preprint arXiv:2411.00820,,Verified in ACM survey,Not eligible under strict journal rule,A,Supplementary landscape only under strict WWW rule,,,
293,S4,P1,2025,GUI Agents with Foundation Models- A Comprehensive Survey,Preprint,Preprint/technical report,arXiv preprint arXiv:2411.04890,,Verified in ACM survey,Not eligible under strict journal rule,A,Supplementary landscape only under strict WWW rule,,,
294,S4,P1,2025,A Survey on (M)LLM-Based GUI Agents,Preprint,Preprint/technical report,arXiv preprint arXiv:2504.13865,,Verified in ACM survey,Not eligible under strict journal rule,A,Supplementary landscape only under strict WWW rule,,,
295,S4,P1,2025,Large Language Model-Brained GUI Agents- A Survey,Published,Archival published,Transactions on Machine Learning Research,arXiv:2411.18279,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
296,S4,P1,2025,GUI Agents- A Survey,Preprint,Preprint/technical report,arXiv preprint arXiv:2411.04890,,Verified in ACM survey,Not eligible under strict journal rule,A,Supplementary landscape only under strict WWW rule,,,
297,S4,P1,2025,A Survey of WebAgents- Towards Next-Generation AI Agents for Web Automation with Large Foundation Models,Published,Archival published,Proceedings of ACM SIGKDD,https://doi.org/10.1145/3711896.3736555,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
298,S4,P1,2026,WALT- Web Agents that Learn Tools,Published,Archival published,International Conference on Learning Representations,arXiv:2510.01524,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
299,S4,P2,2020,Mapping Natural Language Instructions to Mobile UI Action Sequences,Published,Archival published,Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics,https://doi.org/10.18653/v1/2020.acl-main.729,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
300,S4,P2,2021,Grounding Open-Domain Instructions to Automate Web Support Tasks,Published,Archival published,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,https://doi.org/10.18653/v1/2021.naacl-main.89,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
301,S4,P2,2023,Synapse- Leveraging Few-Shot Exemplars for Human-Level Computer Control,Preprint / no confirmed archival venue,Preprint/technical report,arXiv preprint,,Checked in local evidence note,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
302,S4,P2,2023,WebGLM- Towards an Efficient Web-Enhanced Question Answering System with Human Preferences,Published,Archival published,Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,https://doi.org/10.1145/3580305.3599931,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
303,S4,P2,2023,A Zero-Shot Language Agent for Computer Control with Structured Reflection,Published,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2023,https://doi.org/10.18653/v1/2023.findings-emnlp.753,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
304,S4,P2,2023,Gpt-4v in wonderland- Large multimodal models for zero-shot smartphone gui navigation,Preprint,Preprint/technical report,arXiv preprint arXiv:2311.07562,arXiv:2311.07562,Verified in final SLR bibliography,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
305,S4,P2,2025,AppAgent Multimodal Agents as Smartphone Users,Published,Archival published,Proceedings of the CHI Conference on Human Factors in Computing Systems,https://doi.org/10.1145/3706598.3713989,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
306,S4,P2,2024,Mobile-Agent- Autonomous Multi-Modal Mobile Device Agent with Visual Perception,Preprint,Preprint/technical report,arXiv preprint arXiv:2401.16158,arXiv:2401.16158,Verified in final SLR bibliography,Not eligible under strict journal rule,B,Supplementary landscape only under strict WWW rule,,,
307,S4,P2,2025,Cradle Empowering Foundation Agents Towards General Computer Control,Published,Archival published,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2403.03186,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
