record_id,title,priority,final_note,original_source,repository_source,source_sha256,source_bytes,source_lines,records_mapped_to_source,source_layout
119,Executable Code Actions Elicit Better LLM Agents,P2,notes/papers/0119.md,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_045_Executable_Code_Actions_Elicit_Better_LLM_Agents.md,notes/original_sources/S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_045_Executable_Code_Actions_Elicit_Better_LLM_Agents.md,4a4ed64c4e12a9a7f9b8bcfdeb43ede3aff88fc6d47d5ac7fe873c4ac5d24fd9,7838,213,1,standalone
125,Graph of Thoughts: Solving Elaborate Problems with Large Language Models,P2,notes/papers/0125.md,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_051_Graph_of_Thoughts_Solving_Elaborate_Problems_with_Large_Language_Models.md,notes/original_sources/S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_051_Graph_of_Thoughts_Solving_Elaborate_Problems_with_Large_Language_Models.md,1706332b9a369ba5f70d3ccda49fb364ab22bca82e32baf7a7f2d4121450b4b6,8171,217,1,standalone
131,SWE-agent: Agent-Computer Interfaces Enable Automated Software Engineering,P2,notes/papers/0131.md,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_055_SWE-agent_Agent-Computer_Interfaces_Enable_Automated_Software_Engineering.md,notes/original_sources/S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_055_SWE-agent_Agent-Computer_Interfaces_Enable_Automated_Software_Engineering.md,4e2fc5d9ce5b2995c1645cbe6a6d5664a63bd3da340e30347317f232589bcb3c,8311,213,1,standalone
147,PlanGenLLMs- A Modern Survey of LLM Planning Capabilities,P2,notes/papers/0147.md,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_071_PlanGenLLMs_A_Modern_Survey_of_LLM_Planning_Capabilities.md,notes/original_sources/S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_071_PlanGenLLMs_A_Modern_Survey_of_LLM_Planning_Capabilities.md,64e32e46e248fde76f25e38f43e19d9b7a52f9574afa3fa490a38a8ad83747e1,8047,217,1,standalone
157,ReflAct World-Grounded Decision Making in LLM Agents via Goal-State Reflection,P2,notes/papers/0157.md,S5/S5.3/P2/S5_3_P2_paper_first_detailed_markdown_notes/S5_3_P2_11_ReflAct_World-Grounded_Decision_Making_in_LLM_Agents_via_Goal-State_Reflection.md,notes/original_sources/S5/S5.3/P2/S5_3_P2_paper_first_detailed_markdown_notes/S5_3_P2_11_ReflAct_World-Grounded_Decision_Making_in_LLM_Agents_via_Goal-State_Reflection.md,3522db6335a932c9526495b828c1e5e4eca055b300ee27758d689e19c4aa4177,7461,251,1,standalone
162,OS Agents- A Survey on MLLM-based Agents for General Computing Devices Use,P2,notes/papers/0162.md,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_085_OS_Agents_A_Survey_on_MLLM-based_Agents_for_General_Computing_Devices_Use.md,notes/original_sources/S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_085_OS_Agents_A_Survey_on_MLLM-based_Agents_for_General_Computing_Devices_Use.md,ba9d16cceab6016a1cfcf0cea14b3a16e85e7c4feb9401e0b68631b013864483,8159,217,1,standalone
169,"Large Language Model Agents- A Comprehensive Survey on Architectures, Capabilities, and Applications",P2,notes/papers/0169.md,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes/S3_P2_092_Large_Language_Model_Agents_A_Comprehensive_Survey_on_Architectures_Capabilities_and_Applications.md,notes/original_sources/S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes/S3_P2_092_Large_Language_Model_Agents_A_Comprehensive_Survey_on_Architectures_Capabilities_and_Applications.md,9dc2df62994c9ef3d71beaa1ebb1a95a096271c65505df665bd1ba35f077b53d,8125,217,1,standalone
173,From language to action- a review of large language models as autonomous agents and tool users,P2,notes/papers/0173.md,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_096_From_language_to_action_a_review_of_large_language_models_as_autonomous_agents_and_tool_users.md,notes/original_sources/S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_096_From_language_to_action_a_review_of_large_language_models_as_autonomous_agents_and_tool_users.md,5416ff1455ac27525124870429c21eb7b5446c50891f81b0b2f87d2786d4b45b,8270,217,1,standalone
175,A Survey on the Optimization of Large Language Model-based agents,P2,notes/papers/0175.md,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_098_A_Survey_on_the_Optimization_of_Large_Language_Model-based_Agents.md,notes/original_sources/S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_098_A_Survey_on_the_Optimization_of_Large_Language_Model-based_Agents.md,2fc780bded88c47f1dbee2d4e89ab6b4fe031d4d2f0efd61e55aebf7190cc364,8108,217,1,standalone
214,A Survey on Large Language Model-Based Game Agents,P3,notes/papers/0214.md,S3/S3_deep_venue_status_verification_report.md,notes/original_sources/S3/S3_deep_venue_status_verification_report.md,5f39eda5b719f1cda2401a05879ea9ade56ce88de2a4bd7c559aac5ce135fb09,7033,232,1,standalone
262,Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models,P3,notes/papers/0262.md,S3/P3/S3_P3_deep_notes_merged.md,notes/original_sources/S3/P3/S3_P3_deep_notes_merged.md,65ef839248fd65c66e3fa8a4f3837db06db44bedfba70289f27e6791395d0fb3,64716,1039,3,shared/merged
268,AgentOCR: Reimagining Agent History via Optical Self-Compression,P3,notes/papers/0268.md,S3/P3/S3_P3_deep_notes_merged.md,notes/original_sources/S3/P3/S3_P3_deep_notes_merged.md,65ef839248fd65c66e3fa8a4f3837db06db44bedfba70289f27e6791395d0fb3,64716,1039,3,shared/merged
274,"Data Agents: Levels, State of the Art, and Open Problems",P3,notes/papers/0274.md,S3/P3/S3_P3_deep_notes_merged.md,notes/original_sources/S3/P3/S3_P3_deep_notes_merged.md,65ef839248fd65c66e3fa8a4f3837db06db44bedfba70289f27e6791395d0fb3,64716,1039,3,shared/merged
279,World of Bits- An Open-Domain Platform for Web-Based Agents,P0,notes/papers/0279.md,S4_global.md,notes/original_sources/S4_global.md,a536ea2a24c72d452fe540c7a25283cadaf0e5d2e15b9cac7b5a55f7c729c804,527189,14289,5,shared/merged
281,WebShop- Towards Scalable Real-World Web Interaction with Grounded Language Agents,P0,notes/papers/0281.md,S4/P0/2022-07 - WebShop- Towards Scalable Real-World Web Interaction with Grounded Language Agents -- v1.md,notes/original_sources/S4/P0/2022-07 - WebShop- Towards Scalable Real-World Web Interaction with Grounded Language Agents -- v1.md,1d7fe45af650b7f62826ac7dc95566d35b5b689656f32b39d2b1120d77931375,12360,417,1,standalone
282,SeeAct- GPT-4V__ision__ is a Generalist Web Agent if Grounded,P0,notes/papers/0282.md,S4/P0/2024-03 - SeeAct- GPT-4V__ision__ is a Generalist Web Agent if Grounded.md,notes/original_sources/S4/P0/2024-03 - SeeAct- GPT-4V__ision__ is a Generalist Web Agent if Grounded.md,d37da71e367eab7234c5307d8d31a47e56f3a58705a6d2c65c353db6c49cabc7,11918,409,1,standalone
283,- WebVoyager- Building an End-to-End Web Agent with,P0,notes/papers/0283.md,S4/P0/2024-06 - - WebVoyager- Building an End-to-End Web Agent with.md,notes/original_sources/S4/P0/2024-06 - - WebVoyager- Building an End-to-End Web Agent with.md,a09211e90c107a612d12c69f71456f3af7e7f36270c9ec4123f2aed6dd8f36b7,12300,426,1,standalone
284,Reinforcement Learning on Web Interfaces using Workflow-Guided Exploration,P1,notes/papers/0284.md,S4_global.md,notes/original_sources/S4_global.md,a536ea2a24c72d452fe540c7a25283cadaf0e5d2e15b9cac7b5a55f7c729c804,527189,14289,5,shared/merged
285,DOM-Q-NET- Grounded RL on Structured Language,P1,notes/papers/0285.md,S4/P1/S4_P1_full_complete_detailed_markdowns/2019-02 - DOM-Q-NET- Grounded RL on Structured Language.md,notes/original_sources/S4/P1/S4_P1_full_complete_detailed_markdowns/2019-02 - DOM-Q-NET- Grounded RL on Structured Language.md,d4bc40a195ba701223f5a727743da33a9d71c58a1490a27ae527fef4e3bb4422,7562,245,1,standalone
286,A Real-World WebAgent with Planning Long Context Understanding and Program Synthesis,P1,notes/papers/0286.md,S4_global.md,notes/original_sources/S4_global.md,a536ea2a24c72d452fe540c7a25283cadaf0e5d2e15b9cac7b5a55f7c729c804,527189,14289,5,shared/merged
287,Large Language Model Powered Agents in the Web,P1,notes/papers/0287.md,S4/P1/S4_P1_full_complete_detailed_markdowns/2024-05 - Large Language Model Powered Agents in the Web.md,notes/original_sources/S4/P1/S4_P1_full_complete_detailed_markdowns/2024-05 - Large Language Model Powered Agents in the Web.md,3c6d31c4017286d57ca7a31a6ca03cc68ac56ef1da2ed8b7b50202767fbbce30,6329,218,1,standalone
288,AutoWebGLM: Bootstrap and Reinforce a Large Language Model-Based Web Navigating Agent,P1,notes/papers/0288.md,S4/P1/2024-10 - AutoWebGLM- Bootstrap and Reinforce A Large Language Model-based Web Navigating Agent.md,notes/original_sources/S4/P1/2024-10 - AutoWebGLM- Bootstrap and Reinforce A Large Language Model-based Web Navigating Agent.md,4306e32179524dfde4ef7c270f9233a5d9a4906b25889786af5e47f91f70e999,8600,266,1,standalone
289,Agent S An Open Agentic Framework that Uses Computers Like a Human,P1,notes/papers/0289.md,S4_global.md,notes/original_sources/S4_global.md,a536ea2a24c72d452fe540c7a25283cadaf0e5d2e15b9cac7b5a55f7c729c804,527189,14289,5,shared/merged
295,Large Language Model-Brained GUI Agents- A Survey,P1,notes/papers/0295.md,S4/P1/2025-06 - Large Language Model-Brained GUI Agents- A Survey.md,notes/original_sources/S4/P1/2025-06 - Large Language Model-Brained GUI Agents- A Survey.md,a25b382df757d5c8c81ff1bf7e5bcd3871ef906184807a021763814c0f28b3fd,6620,238,1,standalone
297,A Survey of WebAgents- Towards Next-Generation AI Agents for Web Automation with Large Foundation Models,P1,notes/papers/0297.md,S4_global.md,notes/original_sources/S4_global.md,a536ea2a24c72d452fe540c7a25283cadaf0e5d2e15b9cac7b5a55f7c729c804,527189,14289,5,shared/merged
298,WALT- Web Agents that Learn Tools,P1,notes/papers/0298.md,S4/P1/S4_P1_full_complete_detailed_markdowns/2025-09 - WALT- Web Agents that Learn Tools.md,notes/original_sources/S4/P1/S4_P1_full_complete_detailed_markdowns/2025-09 - WALT- Web Agents that Learn Tools.md,6c9ab1180833d3de07786ecee7314c96105f53701773768e55db7acafdc70a5f,7925,271,1,standalone
299,Mapping Natural Language Instructions to Mobile UI Action Sequences,P2,notes/papers/0299.md,S4/P2/S4_P2/paper_first_notes/S4_P2_01_Mapping_Natural_Language_Instructions_to_Mobile_UI_Action_Sequences.md,notes/original_sources/S4/P2/S4_P2/paper_first_notes/S4_P2_01_Mapping_Natural_Language_Instructions_to_Mobile_UI_Action_Sequences.md,bbdcb2efb3ec28c35ae2c3448edc26f9426eea058edbf8dcf44fb85db87ee281,6029,180,1,standalone
300,Grounding Open-Domain Instructions to Automate Web Support Tasks,P2,notes/papers/0300.md,S4/P2/S4_P2_merged.md,notes/original_sources/S4/P2/S4_P2_merged.md,4b865a0e6c8ace84b3e7079504185d39fd382835c9ca3477d32d51fc9ad51b8b,479231,14462,5,shared/merged
302,WebGLM- Towards an Efficient Web-Enhanced Question Answering System with Human Preferences,P2,notes/papers/0302.md,S4/P2/S4_P2/paper_first_notes/S4_P2_04_WebGLM_Towards_an_Efficient_Web-Enhanced_Question_Answering_System_with_Human_Preferences.md,notes/original_sources/S4/P2/S4_P2/paper_first_notes/S4_P2_04_WebGLM_Towards_an_Efficient_Web-Enhanced_Question_Answering_System_with_Human_Preferences.md,732da8511bb0dd010e063d2a0b7829f59f80c2d6b3954eac4652046401b6e6e7,5767,180,1,standalone
303,A Zero-Shot Language Agent for Computer Control with Structured Reflection,P2,notes/papers/0303.md,S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_05_A_Zero-Shot_Language_Agent_for_Computer_Control_with_Structured_Reflection.md,notes/original_sources/S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_05_A_Zero-Shot_Language_Agent_for_Computer_Control_with_Structured_Reflection.md,dbe6f6774ff303712b1ad9a0c97b6e06862772d88e9e62cff66b7631cc9e9b72,5604,180,1,standalone
305,AppAgent Multimodal Agents as Smartphone Users,P2,notes/papers/0305.md,S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_07_AppAgent_Multimodal_Agents_as_Smartphone_Users.md,notes/original_sources/S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_07_AppAgent_Multimodal_Agents_as_Smartphone_Users.md,f138494542dea13caf60f96fa7686344d5b8174056087b6ada18e2ccb31825f9,5408,180,1,standalone
307,Cradle Empowering Foundation Agents Towards General Computer Control,P2,notes/papers/0307.md,S4/P2/S4_P2/paper_first_notes/S4_P2_09_CRADLE_Empowering_Foundation_Agents_Towards_General_Computer_Control.md,notes/original_sources/S4/P2/S4_P2/paper_first_notes/S4_P2_09_CRADLE_Empowering_Foundation_Agents_Towards_General_Computer_Control.md,4941e215e483c661b396714a26c4f96935f9ea297d9772a0c58452fe708f2c24,5526,180,1,standalone
310,Automating the Enterprise with Foundation Models,P2,notes/papers/0310.md,S4/P2/S4_P2/paper_first_notes/S4_P2_12_Automating_the_Enterprise_with_Foundation_Models.md,notes/original_sources/S4/P2/S4_P2/paper_first_notes/S4_P2_12_Automating_the_Enterprise_with_Foundation_Models.md,e08f44558324087a3bb75c9dfa8569a0c84c8829a1b36aebe6c9248737e8f3a0,5503,180,1,standalone
311,OpenWebAgent- An Open Toolkit to Enable Web Agents on Large Language Models,P2,notes/papers/0311.md,S4/P2/S4_P2_merged.md,notes/original_sources/S4/P2/S4_P2_merged.md,4b865a0e6c8ace84b3e7079504185d39fd382835c9ca3477d32d51fc9ad51b8b,479231,14462,5,shared/merged
313,Turn Every Application into an Agent- Towards Efficient Human-Agent-Computer Interaction with API-First LLM-Based Agents,P2,notes/papers/0313.md,S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_15_AXIS_Efficient_Human-Agent-Computer_Interaction_with_API-First_LLM-Based_Agents.md,notes/original_sources/S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_15_AXIS_Efficient_Human-Agent-Computer_Interaction_with_API-First_LLM-Based_Agents.md,8f6be1dc1f529eafc39bb14aa9ef1d851935c8044cbd9b05133145f7270e2688,5727,180,1,standalone
318,ReachAgent Enhancing Mobile Agent via Page Reaching and Operation,P2,notes/papers/0318.md,S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_20_ReachAgent_Enhancing_Mobile_Agent_via_Page_Reaching_and_Page_Operation.md,notes/original_sources/S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_20_ReachAgent_Enhancing_Mobile_Agent_via_Page_Reaching_and_Page_Operation.md,1fee36fbeade80d4a9590968cca9f59ecedd1fce44060571584e67b43678c58d,5748,180,1,standalone
319,LiteWebAgent The Open-Source Suite for VLM-Based Web-Agent Applications,P2,notes/papers/0319.md,S4/P2/S4_P2_merged.md,notes/original_sources/S4/P2/S4_P2_merged.md,4b865a0e6c8ace84b3e7079504185d39fd382835c9ca3477d32d51fc9ad51b8b,479231,14462,5,shared/merged
320,LLM-Powered GUI Agents in Phone Automation- Surveying Progress and Prospects,P2,notes/papers/0320.md,S4/P2/S4_P2_merged.md,notes/original_sources/S4/P2/S4_P2_merged.md,4b865a0e6c8ace84b3e7079504185d39fd382835c9ca3477d32d51fc9ad51b8b,479231,14462,5,shared/merged
321,WebThinker- Empowering Large Reasoning Models with Deep Research Capability,P2,notes/papers/0321.md,S4/P2/S4_P2_merged.md,notes/original_sources/S4/P2/S4_P2_merged.md,4b865a0e6c8ace84b3e7079504185d39fd382835c9ca3477d32d51fc9ad51b8b,479231,14462,5,shared/merged
322,Beyond Browsing API-Based Web Agents,P2,notes/papers/0322.md,S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_24_Beyond_Browsing_API-Based_Web_Agents.md,notes/original_sources/S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_24_Beyond_Browsing_API-Based_Web_Agents.md,af6f4d32d013135c85cb3d4a39348a1ac714408e23c9e1457dba373714c62412,5486,180,1,standalone
323,GA- A Comprehensive Survey on LLM-based GUI Agent,P2,notes/papers/0323.md,S4/P2/S4_P2/paper_first_notes/S4_P2_25_GA_A_Comprehensive_Survey_on_LLM-based_GUI_Agent.md,notes/original_sources/S4/P2/S4_P2/paper_first_notes/S4_P2_25_GA_A_Comprehensive_Survey_on_LLM-based_GUI_Agent.md,958f478913a60a1185cb7f7aeade51a82ddc560e0cf361445a098fd6aee00e2f,5494,180,1,standalone
328,OPENCUA- Open Foundations for Computer-Use Agents,P2,notes/papers/0328.md,S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_30_OpenCUA_Open_Foundations_for_Computer-Use_Agents.md,notes/original_sources/S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_30_OpenCUA_Open_Foundations_for_Computer-Use_Agents.md,cb4819c476769ca7d11cb2ca1e13469725fa122474d91662b9103f3bde0bcf0b,5687,180,1,standalone
330,BrowserAgent- Building Web Agents with Human-Inspired Web Browsing Actions,P2,notes/papers/0330.md,S5/S5.4/P2/S5_4_P2_paper_first_detailed_markdown_notes/S5_4_P2_52_BrowserAgent_Building_Web_Agents_with_Human-Inspired_Web_Browsing_Actions.md,notes/original_sources/S5/S5.4/P2/S5_4_P2_paper_first_detailed_markdown_notes/S5_4_P2_52_BrowserAgent_Building_Web_Agents_with_Human-Inspired_Web_Browsing_Actions.md,3f5ea90305dc954089644964f9552d5582008df979577c5f3f9e79acebaa4627,7318,250,1,standalone
332,Agent-SAMA- State-Aware Mobile Assistant,P2,notes/papers/0332.md,S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_34_Agent-SAMA_State-Aware_Mobile_Assistant.md,notes/original_sources/S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_34_Agent-SAMA_State-Aware_Mobile_Assistant.md,ec5a8b6c8fee1a85fd721ab1131ee7b72b511ce8c81b4bb7d23cdf7a2c951a47,5553,180,1,standalone
336,A Comprehensive Survey of Agents for Computer Use,P2,notes/papers/0336.md,S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_18_A_Comprehensive_Survey_of_Agents_for_Computer_Use_Foundations_Challenges_and_Future_Directions.md,notes/original_sources/S4/P2/S4_P2_paper_first_detailed_markdown_notes/S4_P2_18_A_Comprehensive_Survey_of_Agents_for_Computer_Use_Foundations_Challenges_and_Future_Directions.md,0eff8863f42d6dfadfcdcdd1faa4a7ef38ad5a23c8c7d55c2dfe78791f9b2790,5783,180,1,standalone
337,Mind2Web- Towards a Generalist Agent for the Web,P0,notes/papers/0337.md,S5/S5.1/P0/2023-06 - Mind2Web- Towards a Generalist Agent for the Web.md,notes/original_sources/S5/S5.1/P0/2023-06 - Mind2Web- Towards a Generalist Agent for the Web.md,1df177daa1edafb24c23db535f7cc39c952ac214c5ddeb91e9f4c1fb075f723b,10388,306,1,standalone
338,WebArena- A Realistic Web Environment for Building Autonomous Agents,P0,notes/papers/0338.md,S5/S5.1/P0/2024-04 - WebArena- A Realistic Web Environment for Building Autonomous Agents.md,notes/original_sources/S5/S5.1/P0/2024-04 - WebArena- A Realistic Web Environment for Building Autonomous Agents.md,53cd6ce91a67d8104689b50eaad24747457716bdacb2479e010da2bb59b90ba8,9804,279,1,standalone
339,VisualWebArena- Evaluating Multimodal Agents on Realistic Visually Grounded Web Tasks,P0,notes/papers/0339.md,S5/S5.1/P0/S5_1_P0_final_verified_markdowns_cleaned/2024-08 - VisualWebArena- Evaluating Multimodal Agents on Realistic Visually Grounded Web Tasks.md,notes/original_sources/S5/S5.1/P0/S5_1_P0_final_verified_markdowns_cleaned/2024-08 - VisualWebArena- Evaluating Multimodal Agents on Realistic Visually Grounded Web Tasks.md,85898f62d81af196d7d614eb1288c9f7278f8e36dc619c398a96259dd02d9c63,10201,289,1,standalone
340,WebLINX- Real-World Website Navigation with Multi-Turn Dialogue,P0,notes/papers/0340.md,S5/S5.1/P0/2024-09 - WebLINX- Real-World Website Navigation with Multi-Turn Dialogue.md,notes/original_sources/S5/S5.1/P0/2024-09 - WebLINX- Real-World Website Navigation with Multi-Turn Dialogue.md,e504763bb90dc1178da0d77b347bc72790c9c3b13a9f9faab4d21fd54e6d2bd9,10185,300,1,standalone
341,AgentBench Evaluating LLMs as Agents,P1,notes/papers/0341.md,S5/S5.1/P1/2023-08 - AgentBench Evaluating LLMs as Agents.md,notes/original_sources/S5/S5.1/P1/2023-08 - AgentBench Evaluating LLMs as Agents.md,94af6487e49709ede910d8caf178302d551b124f2bfefad69b60eb66c46f5cab,10473,282,1,standalone
342,GAIA a benchmark for General AI Assistants,P1,notes/papers/0342.md,S5/S5.1/P1/2023-11 - GAIA a benchmark for General AI Assistants.md,notes/original_sources/S5/S5.1/P1/2023-11 - GAIA a benchmark for General AI Assistants.md,a0639181d1a0b9af988c93b3f737b8c808c4aeb0c8200e97c265f6cf429ae15d,10305,282,1,standalone
343,OmniACT A Dataset and Benchmark for Enabling Multimodal Generalist Autonomous Agents for Desktop and Web,P1,notes/papers/0343.md,S5/S5.1/P1/S5_1_P1_deep_verified_markdowns/2024-02 - OmniACT A Dataset and Benchmark for Enabling Multimodal Generalist Autonomous Agents for Desktop and Web.md,notes/original_sources/S5/S5.1/P1/S5_1_P1_deep_verified_markdowns/2024-02 - OmniACT A Dataset and Benchmark for Enabling Multimodal Generalist Autonomous Agents for Desktop and Web.md,6e82e92650d0665677a9fa17230798cb603a3785ba80691076363e053a0e3f68,10473,283,1,standalone
344,WorkArena- How Capable Are Web Agents at Solving Common Knowledge Work Tasks,P1,notes/papers/0344.md,S5/S5.1/P1/S5_1_P1_deep_verified_markdowns_final_venue_patch/2024-03 - WorkArena- How Capable Are Web Agents at Solving Common Knowledge Work Tasks.md,notes/original_sources/S5/S5.1/P1/S5_1_P1_deep_verified_markdowns_final_venue_patch/2024-03 - WorkArena- How Capable Are Web Agents at Solving Common Knowledge Work Tasks.md,75a0d200cfa21d2626e7fc7e7b8032ac8e6cf77a3cc019aeca075433569c7f07,10075,282,1,standalone
345,TurkingBench A Challenge Benchmark for Web Agents,P1,notes/papers/0345.md,S5/S5.1/P1/S5_1_P1_deep_verified_markdowns/2024-03 - TurkingBench A Challenge Benchmark for Web Agents.md,notes/original_sources/S5/S5.1/P1/S5_1_P1_deep_verified_markdowns/2024-03 - TurkingBench A Challenge Benchmark for Web Agents.md,fe7dc3fb0e83bdb9fc5a77616616ab98155c4b3731f3b060f5e89d9c084f30f5,9874,283,1,standalone
346,OSWorld Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments,P1,notes/papers/0346.md,S5/S5.1/P1/2024-04 - OSWorld Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments.md,notes/original_sources/S5/S5.1/P1/2024-04 - OSWorld Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments.md,d9ccd2f00b1929f6ac114be50304f0be913eacf8eae4544e6d377fa69ad182ab,10428,283,1,standalone
348,AssistantBench- Can Web Agents Solve Realistic and Time-Consuming Tasks,P1,notes/papers/0348.md,S5/S5.1/P1/2024-07 - AssistantBench- Can Web Agents Solve Realistic and Time-Consuming Tasks.md,notes/original_sources/S5/S5.1/P1/2024-07 - AssistantBench- Can Web Agents Solve Realistic and Time-Consuming Tasks.md,9e6099ea9688f13b11d1e1f41d2cf7a50920ba4c0a3f1b55bca2b27ea6227eeb,10202,283,1,standalone
349,WorkArena Towards Compositional Planning and Reasoning-based Common Knowledge Work Tasks,P1,notes/papers/0349.md,S5/S5.1/P1/S5_1_P1_deep_verified_markdowns_final_venue_patch/2024-07 - WorkArena++ Towards Compositional Planning and Reasoning-based Common Knowledge Work Tasks.md,notes/original_sources/S5/S5.1/P1/S5_1_P1_deep_verified_markdowns_final_venue_patch/2024-07 - WorkArena++ Towards Compositional Planning and Reasoning-based Common Knowledge Work Tasks.md,54bc553de131ce8c40caf6e2948686b8e637738598c1b3aa7dd8a3906247f0f5,10339,283,1,standalone
350,TheAgentCompany Benchmarking LLM Agents on Consequential Real World Tasks,P1,notes/papers/0350.md,S5.1_global.md,notes/original_sources/S5.1_global.md,48fa12cbfad9f6bb453ec69349e96f8431b4398afb9fee4444f14cc71c2dac8c,1668355,45919,1,standalone
351,The BrowserGym Ecosystem for Web Agent Research,P1,notes/papers/0351.md,S5/S5.1/P1/S5_1_P1_deep_verified_markdowns_fixed_bibtex/2025-02 - The BrowserGym Ecosystem for Web Agent Research.md,notes/original_sources/S5/S5.1/P1/S5_1_P1_deep_verified_markdowns_fixed_bibtex/2025-02 - The BrowserGym Ecosystem for Web Agent Research.md,42ad38d2fcb490ca6179c4a049095010b98cb909c7ef5fc19a113b8388f5a616,10638,289,1,standalone
353,BEARCUBS A benchmark for computer-using web agents,P1,notes/papers/0353.md,S5/S5.1/P1/S5_1_P1_deep_verified_markdowns/2025-03 - BEARCUBS A benchmark for computer-using web agents.md,notes/original_sources/S5/S5.1/P1/S5_1_P1_deep_verified_markdowns/2025-03 - BEARCUBS A benchmark for computer-using web agents.md,36bca74f450b47b28b84fb85356fcc0d716472e0d1fe15d199f5d7f11cd6bc63,9939,283,1,standalone
355,REAL- Benchmarking Autonomous Agents on Deterministic Simulations of Real Websites,P1,notes/papers/0355.md,S5/S5.1/P1/2025-04 - REAL- Benchmarking Autonomous Agents on Deterministic Simulations of Real Websites.md,notes/original_sources/S5/S5.1/P1/2025-04 - REAL- Benchmarking Autonomous Agents on Deterministic Simulations of Real Websites.md,7819fff7514497baaaee067be1e3e908da8ad881756ace90ffff4dd20b0d781e,10113,283,1,standalone
356,AgentRewardBench Evaluating Automatic Evaluations of Web Agent Trajectories,P1,notes/papers/0356.md,S5/S5.1/P1/S5_1_P1_deep_verified_markdowns/2025-04 - AgentRewardBench Evaluating Automatic Evaluations of Web Agent Trajectories.md,notes/original_sources/S5/S5.1/P1/S5_1_P1_deep_verified_markdowns/2025-04 - AgentRewardBench Evaluating Automatic Evaluations of Web Agent Trajectories.md,68f5d2de7227ff1532352e92bc20311d83339746d87de5fe1e37e4ccbd490c8f,10312,289,1,standalone
361,Mind2Web 2 Evaluating Agentic Search with Agent-as-a-Judge,P1,notes/papers/0361.md,S5/S5.1/P1/S5_1_P1_deep_verified_markdowns_fixed_bibtex/2025-06 - Mind2Web 2 Evaluating Agentic Search with Agent-as-a-Judge.md,notes/original_sources/S5/S5.1/P1/S5_1_P1_deep_verified_markdowns_fixed_bibtex/2025-06 - Mind2Web 2 Evaluating Agentic Search with Agent-as-a-Judge.md,68ec39a17a353c4ca0ae912f2792c3e6c5e172ad419b5c80c7144d09b6a5a6fa,10626,283,1,standalone
363,MMInA Benchmarking Multihop Multimodal Internet Agents,P1,notes/papers/0363.md,S5/S5.1/P1/S5_1_P1_deep_verified_markdowns_fixed_bibtex/2025-12 - MMInA Benchmarking Multihop Multimodal Internet Agents.md,notes/original_sources/S5/S5.1/P1/S5_1_P1_deep_verified_markdowns_fixed_bibtex/2025-12 - MMInA Benchmarking Multihop Multimodal Internet Agents.md,d3f32c697a4cc9f15a3b3bdb0414d35c5882aad31f28c1d8101e7d342e5aa0d4,9598,283,1,standalone
