record_id,title,register_status,register_venue,register_identifier,identifier_host,direct_authoritative_identifier,machine_verdict,machine_notes,found_title,found_venue,found_year,found_doi,candidate_sources,archival_evidence,suspicious_ok_preprint,priority,adjudication_decision,authoritative_evidence_url,authoritative_evidence_note,adjudicated_by,adjudicated_at
390,Survey on Evaluation of LLM-based Agents,Preprint/technical report,arXiv (IBM),2503.16416,,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Findings of the Association for Computational Linguistics: ACL 2026',A Survey on Evaluation of LLM-based Agents,Findings of the Association for Computational Linguistics: ACL 2026,2026,10.18653/v1/2026.findings-acl.1330,datacite:arxiv | openalex:title | openalex:title | crossref:title,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 26690-26714 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: ACL 2026',no,A3,PENDING,,,,
455,MolmoWeb: Open Visual Web Agent and Open Data for the Open Web,Preprint/technical report,arXiv preprint arXiv:2604.08516,,,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Lecture Notes in Computer Science',MolmoWeb: Open Visual Web Agent and Open Data for the Open Web,Lecture Notes in Computer Science,2026,10.1007/978-3-032-37393-9_17,openalex:title | openalex:title | crossref:title,openalex:title: location[book series]='Lecture notes in computer science' | openalex:title: DOI prefix 10.1007 (Springer) | openalex:title: pages 275-292 | crossref:title: crossref type=book-chapter venue='Lecture Notes in Computer Science',no,A3,PENDING,,,,
488,WebDART: Dynamic Decomposition and Re-planning for Complex Web Tasks,Preprint/technical report,arXiv preprint arXiv:2510.06587,,,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Findings of the Association for Computational Linguistics: ACL 2026',WebDART: Dynamic Decomposition and Re-planning for Complex Web Tasks,Findings of the Association for Computational Linguistics: ACL 2026,2026,10.18653/v1/2026.findings-acl.568,openalex:title | openalex:title | crossref:title,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 11696-11715 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: ACL 2026',no,A3,PENDING,,,,
509,AgentProg: Empowering Long-Horizon GUI Agents with Program-Guided Context Management,Preprint/technical report,,2512.10371,,no,UPGRADE,"register 'Preprint/technical report'; strong archival evidence 'Proceedings of the 24th Annual International Conference on Mobile Systems, Applications and Services'",AgentProg: Empowering Long-Horizon GUI Agents with Program-guided Context Management,"Proceedings of the 24th Annual International Conference on Mobile Systems, Applications and Services",2026,10.1145/3745756.3809245,datacite:arxiv | openalex:title | crossref:title,"openalex:title: DOI prefix 10.1145 (ACM) | openalex:title: pages 883-910 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 24th Annual International Conference on Mobile Systems, Applications and Services'",no,A3,PENDING,,,,
544,INFINITEWEB: Scalable Web Environment Synthesis for GUI Agent Training,Preprint/technical report,arXiv preprint arXiv:2601.04126,,,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',InfiniteWeb: Scalable Web Environment Synthesis for GUI Agent Training,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),2026,10.18653/v1/2026.acl-long.1313,openalex:title | openalex:title | openalex:title | openalex:title | crossref:title,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 28465-28492 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',no,A3,PENDING,,,,
583,GUI-G1 Understanding R1-Zero-Like Training for Visual Grounding in GUI Agents,Preprint/technical report,arXiv preprint arXiv:2505.15810,arXiv:2505.15810,,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Advances in Neural Information Processing Systems 38',GUI-G1: Understanding R1-Zero-Like Training for Visual Grounding in GUI Agents,Advances in Neural Information Processing Systems 38,2025,10.52202/085713-3201,datacite:arxiv | openalex:title | crossref:title,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 106088-106110 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',no,A3,PENDING,,,,
600,Coding Agents with Multimodal Browsing are Generalist Problem Solvers,Preprint/technical report,ICML 2025 Computer-use Agents Workshop,OpenReview 6HF55i7bca; 2506.03011,,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Findings of the Association for Computational Linguistics: EACL 2026',Coding Agents with Multimodal Browsing are Generalist Problem Solvers,Findings of the Association for Computational Linguistics: EACL 2026,2026,10.18653/v1/2026.findings-eacl.318,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | openalex:title | crossref:title,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 6052-6069 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: EACL 2026',no,A3,PENDING,,,,
630,ExpSeek: Self-Triggered Experience Seeking for Web Agents,Preprint/technical report,—,https://arxiv.org/abs/2601.08605; arXiv:2601.08605,arxiv.org,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Findings of the Association for Computational Linguistics: ACL 2026',ExpSeek: Self-Triggered Experience Seeking for Web Agents,Findings of the Association for Computational Linguistics: ACL 2026,2026,10.18653/v1/2026.findings-acl.1462,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | openalex:title | crossref:title,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 29255-29283 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: ACL 2026',no,A3,PENDING,,,,
654,How do Visual Attributes Influence Web Agents: A Comprehensive Evaluation of User Interface Design Factors,Preprint/technical report,arXiv preprint arXiv:2601.21961,,,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Findings of the Association for Computational Linguistics: ACL 2026',How do Visual Attributes Influence Web Agents? A Comprehensive Evaluation of User Interface Design Factors,Findings of the Association for Computational Linguistics: ACL 2026,2026,10.18653/v1/2026.findings-acl.1723,openalex:title | openalex:title | openalex:title | crossref:title,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 34520-34536 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: ACL 2026',no,A3,PENDING,,,,
707,WASP: Benchmarking Web Agent Security Against Prompt Injection Attacks,Workshop/conditional,ICML 2025 Workshop on Computer Use Agents (WCUA 2025),arXiv:2504.18575,,no,UPGRADE,register 'Workshop/conditional'; strong archival evidence 'Advances in Neural Information Processing Systems 38',WASP: Benchmarking Web Agent Security Against Prompt Injection Attacks,Advances in Neural Information Processing Systems 38,2025,10.52202/085713-0666,datacite:arxiv | openalex:title | crossref:title,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 22436-22458 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',no,A3,PENDING,,,,
710,A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,Preprint/technical report,arXiv preprint arXiv:2501.00238,https://doi.org/10.48550/arXiv.2501.00238,doi.org,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'IEEE Transactions on Pattern Analysis and Machine Intelligence',A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,IEEE Transactions on Pattern Analysis and Machine Intelligence,2026,10.1109/tpami.2026.3688650,openalex:title | crossref:title,openalex:title: location[journal]='IEEE Transactions on Pattern Analysis and Machine Intelligence' | openalex:title: DOI prefix 10.1109 (IEEE) | openalex:title: pages 1-20 | crossref:title: crossref type=journal-article venue='IEEE Transactions on Pattern Analysis and Machine Intelligence',no,A3,PENDING,,,,
712,Security Challenges in AI Agent Deployment: Insights from a Large Scale Public Competition,Preprint/technical report,arXiv preprint arXiv:2501.17490,https://doi.org/10.48550/arXiv.2501.17490,doi.org,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Advances in Neural Information Processing Systems 38',Security Challenges in AI Agent Deployment: Insights from a Large Scale Public Competition,Advances in Neural Information Processing Systems 38,2025,10.52202/085713-2676,openalex:title | crossref:title,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 88855-88891 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',no,A3,PENDING,,,,
714,Dark Patterns Meet GUI Agents: LLM Agent Susceptibility to Manipulative Interfaces and the Role of Human Oversight,Preprint/technical report,arXiv preprint arXiv:2507.01030,https://doi.org/10.48550/arXiv.2507.01030,doi.org,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems',Dark Patterns Meet GUI Agents: LLM Agent Susceptibility to Manipulative Interfaces and the Role of Human Oversight,Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems,2026,10.1145/3772318.3791568,openalex:title | crossref:title,openalex:title: DOI prefix 10.1145 (ACM) | openalex:title: pages 1-26 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems',no,A3,PENDING,,,,
719,Mind the Web: The Security of Web Use Agents,Preprint/technical report,arXiv preprint arXiv:2506.07153,,,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings of the ACM Asia Conference on Computer and Communications Security',Mind the Web: The Security of Web Use Agents,Proceedings of the ACM Asia Conference on Computer and Communications Security,2026,10.1145/3779208.3805968,openalex:title | crossref:title,openalex:title: DOI prefix 10.1145 (ACM) | openalex:title: pages 835-851 | crossref:title: crossref type=proceedings-article venue='Proceedings of the ACM Asia Conference on Computer and Communications Security',no,A3,PENDING,,,,
725,SecureWebArena: A Holistic Security Evaluation Benchmark for LVLM-based Web Agents,Preprint/technical report,arXiv preprint arXiv:2504.07639,https://doi.org/10.48550/arXiv.2504.07639,doi.org,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Findings of the Association for Computational Linguistics: ACL 2026',SecureWebArena: A Holistic Security Evaluation Benchmark for LVLM-based Web Agents,Findings of the Association for Computational Linguistics: ACL 2026,2026,10.18653/v1/2026.findings-acl.582,openalex:title | crossref:title,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 11986-11998 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: ACL 2026',no,A3,PENDING,,,,
727,WebSP-Eval: Evaluating Web Agents on Website Security and Privacy Tasks,Preprint/technical report,arXiv preprint arXiv:2506.05444,https://doi.org/10.48550/arXiv.2506.05444,doi.org,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings on Privacy Enhancing Technologies',WebSP-Eval: Evaluating Web Agents on Website Security and Privacy Tasks,Proceedings on Privacy Enhancing Technologies,2026,10.56553/popets-2026-0140,openalex:title | openalex:title | openalex:title | crossref:title,openalex:title: location[journal]='Proceedings on Privacy Enhancing Technologies' | openalex:title: pages 666-702 | crossref:title: crossref type=journal-article venue='Proceedings on Privacy Enhancing Technologies',no,A3,PENDING,,,,
735,TrustAgent Towards Safe and Trustworthy LLM-based Agents,Unconfirmed,,,,no,UPGRADE,register 'Unconfirmed'; strong archival evidence 'Findings of the Association for Computational Linguistics: EMNLP 2024',TrustAgent: Towards Safe and Trustworthy LLM-based Agents,Findings of the Association for Computational Linguistics: EMNLP 2024,2024,10.18653/v1/2024.findings-emnlp.585,openalex:title | openalex:title | crossref:title,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 10000-10016 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: EMNLP 2024',no,A3,PENDING,,,,
739,BadAgent Inserting and Activating Backdoor Attacks in LLM Agents,Unconfirmed,,,,no,UPGRADE,register 'Unconfirmed'; strong archival evidence 'Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',BadAgent: Inserting and Activating Backdoor Attacks in LLM Agents,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),2024,10.18653/v1/2024.acl-long.530,openalex:title | openalex:title | crossref:title,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 9811-9827 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',no,A3,PENDING,,,,
740,Preemptive Detection and Correction of Misaligned Actions in LLM Agents,Preprint/technical report,,,,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing',Preemptive Detection and Correction of Misaligned Actions in LLM Agents,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,2025,10.18653/v1/2025.emnlp-main.12,openalex:title | openalex:title | openalex:title | crossref:title,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 222-244 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing',no,A3,PENDING,,,,
742,Caution for the Environment Multimodal LLM Agents are Susceptible to Environmental Distractions,Preprint/technical report,,,,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',Caution for the Environment: Multimodal LLM Agents are Susceptible to Environmental Distractions,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),2025,10.18653/v1/2025.acl-long.1087,openalex:title | openalex:title | crossref:title,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 22324-22339 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',no,A3,PENDING,,,,
753,The Task Shield Enforcing Task Alignment to Defend Against Indirect Prompt Injection in LLM Agents,Preprint/technical report,arXiv preprint arXiv:2412.16682,arXiv:2412.16682,,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',The Task Shield: Enforcing Task Alignment to Defend Against Indirect Prompt Injection in LLM Agents,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),2025,10.18653/v1/2025.acl-long.1435,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 29680-29697 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',no,A3,PENDING,,,,
756,Contextual Agent Security A Policy for Every Purpose,Workshop/conditional,Proceedings of the 20th Workshop on Hot Topics in Operating Systems,https://doi.org/10.1145/3713082.3713098,doi.org,no,UPGRADE,register 'Workshop/conditional'; strong archival evidence 'Proceedings of the Workshop on Hot Topics in Operating Systems',Contextual Agent Security: A Policy for Every Purpose,Proceedings of the Workshop on Hot Topics in Operating Systems,2025,10.1145/3713082.3730378,openalex:title | openalex:title | crossref:title,openalex:title: DOI prefix 10.1145 (ACM) | openalex:title: pages 8-17 | crossref:title: crossref type=proceedings-article venue='Proceedings of the Workshop on Hot Topics in Operating Systems',no,A3,PENDING,,,,
760,A Survey on Trustworthy LLM Agents: Threats and Countermeasures,Preprint/technical report,,,,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2',A Survey on Trustworthy LLM Agents: Threats and Countermeasures,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,2025,10.1145/3711896.3736561,openalex:title | openalex:title | crossref:title,openalex:title: DOI prefix 10.1145 (ACM) | openalex:title: pages 6216-6226 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2',no,A3,PENDING,,,,
766,Inherent and emergent liability issues in LLM-based agentic systems a principal-agent perspective,Preprint/technical report,,,,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings of the 1st Workshop for Research on Agent Language Models (REALM 2025)',Inherent and emergent liability issues in LLM-based agentic systems: a principal-agent perspective,Proceedings of the 1st Workshop for Research on Agent Language Models (REALM 2025),2025,10.18653/v1/2025.realm-1.9,openalex:title | openalex:title | crossref:title | crossref:title,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 109-130 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 1st Workshop for Research on Agent Language Models (REALM 2025)',no,A3,PENDING,,,,
793,World Models: The Safety Perspective,Workshop/conditional,2024 IEEE 35th International Symposium on Software Reliability Engineering Workshops (ISSREW),,,no,UPGRADE,register 'Workshop/conditional'; strong archival evidence '2024 IEEE 35th International Symposium on Software Reliability Engineering Workshops (ISSREW)',World Models: The Safety Perspective,2024 IEEE 35th International Symposium on Software Reliability Engineering Workshops (ISSREW),2024,10.1109/issrew63542.2024.00104,openalex:title | openalex:title | crossref:title,openalex:title: DOI prefix 10.1109 (IEEE) | openalex:title: pages 369-376 | crossref:title: crossref type=proceedings-article venue='2024 IEEE 35th International Symposium on Software Reliability Engineering Workshops (ISSREW)',no,A3,PENDING,,,,
806,Promoting Sustainable Web Agents Benchmarking and Estimating Energy Consumption Through Empirical and Theoretical Analysis,Preprint/technical report,arXiv preprint arXiv:2511.04481,,,no,UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Proceedings of the AAAI Conference on Artificial Intelligence',Promoting Sustainable Web Agents: Benchmarking and Estimating Energy Consumption Through Empirical and Theoretical Analysis,Proceedings of the AAAI Conference on Artificial Intelligence,2026,10.1609/aaai.v40i45.41221,openalex:title | openalex:title | openalex:title | openalex:title | crossref:title,openalex:title: location[conference]='Proceedings of the AAAI Conference on Artificial Intelligence' | openalex:title: DOI prefix 10.1609 (AAAI) | openalex:title: pages 38772-38780 | crossref:title: crossref type=journal-article venue='Proceedings of the AAAI Conference on Artificial Intelligence',no,A3,PENDING,,,,
9,Finetuned Language Models Are Zero-Shot Learners,Archival published,International Conference on Learning Representations,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Finetuned Language Models Are Zero-Shot Learners,,2021,10.48550/arxiv.2109.01652,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
12,Least-to-Most Prompting Enables Complex Reasoning in Large Language Models,Archival published,International Conference on Learning Representations,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Least-to-Most Prompting Enables Complex Reasoning in Large Language Models,,2022,10.48550/arxiv.2205.10625,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
57,Beyond Chain-of-Thought: A Survey of Chain-of-X Paradigms for LLMs,Archival published,"Proceedings of the 31st International Conference on Computational Linguistics (COLING 2025), pages 10795–10809",https://doi.org/10.18653/v1/2025.coling-main.719,doi.org,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Beyond Chain-of-Thought: A Survey of Chain-of-X Paradigms for LLMs,,2024,10.48550/arxiv.2404.15676,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
73,Cognitive Architectures for Language Agents,Archival published,TMLR,arXiv:2309.02427,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Cognitive Architectures for Language Agents,arXiv,2023,10.48550/arxiv.2309.02427,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2309.02427,no,B1,PENDING,,,,
75,Language Agent Tree Search Unifies Reasoning Acting and Planning in Language Models,Archival published,Proceedings of ICML,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Language Agent Tree Search Unifies Reasoning Acting and Planning in Language Models,,2023,10.48550/arxiv.2310.04406,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
79,ART: Automatic Multi-step Reasoning and Tool-use for Large Language Models,Archival published,EMNLP 2023,https://doi.org/10.18653/v1/2023.emnlp-main.190,doi.org,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,ART: Automatic multi-step reasoning and tool-use for large language models,,2023,10.48550/arxiv.2303.09014,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
162,OS Agents: A Survey on MLLM-based Agents for General Computing Devices Use,Archival published,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics,arXiv:2412.04453,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,OS Agents: A Survey on MLLM-Based Agents for General Computing Devices Use,,2024,10.20944/preprints202412.2294.v1,openalex:title | crossref:title,crossref:title: crossref type=posted-content (preprint),no,B1,PENDING,,,,
169,"Large Language Model Agents: A Comprehensive Survey on Architectures, Capabilities, and Applications",Archival published,"Preprints.org, not peer-reviewed version",,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,"Large Language Model Agents: A Comprehensive Survey on Architectures, Capabilities, and Applications",,2025,10.20944/preprints202512.2119.v1,openalex:title | crossref:title,crossref:title: crossref type=posted-content (preprint),no,B1,PENDING,,,,
189,AutoAgents: A Framework for Automatic Agent Generation,Archival published,"Proceedings of the Thirty-Third International Joint Conference on Artificial Intelligence (IJCAI-24), Main Track, pages 22-30",https://doi.org/10.24963/ijcai.2024/3,doi.org,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AutoAgents: A Framework for Automatic Agent Generation,,2023,10.48550/arxiv.2309.17288,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
214,A Survey on Large Language Model-Based Game Agents,Archival accepted,ACM Computing Surveys (to appear),https://doi.org/10.48550/arXiv.2404.02039; arXiv:2404.02039,doi.org,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,A Survey on Large Language Model-Based Game Agents,arXiv,2024,10.48550/arxiv.2404.02039,datacite:arxiv | openalex:doi | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2404.02039,no,B1,PENDING,,,,
232,Steering Large Language Models between Code Execution and Textual Reasoning,Archival published,ICLR 2025,"proceedings.iclr.cc (2025, OpenReview 5X5Z7Ffrjb); 2410.03524",,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Steering Large Language Models between Code Execution and Textual Reasoning,arXiv,2024,10.48550/arxiv.2410.03524,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.03524,no,B1,PENDING,,,,
282,SeeAct: GPT-4V__ision__ is a Generalist Web Agent if Grounded,Archival published,Proceedings of ICML,arXiv:2401.01614,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,"GPT-4V(ision) is a Generalist Web Agent, if Grounded",arXiv,2024,10.48550/arxiv.2401.01614,datacite:arxiv | openalex:arxiv,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2401.01614,no,B1,PENDING,,,,
284,Reinforcement Learning on Web Interfaces using Workflow-Guided Exploration,Archival published,International Conference on Learning Representations,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Reinforcement Learning on Web Interfaces Using Workflow-Guided Exploration,,2018,10.48550/arxiv.1802.08802,openalex:title | openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
286,A Real-World WebAgent with Planning Long Context Understanding and Program Synthesis,Archival published,International Conference on Learning Representations,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,"A Real-World WebAgent with Planning, Long Context Understanding, and Program Synthesis",,2023,10.48550/arxiv.2307.12856,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
289,Agent S An Open Agentic Framework that Uses Computers Like a Human,Archival published,International Conference on Learning Representations,arXiv:2410.08164,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Agent S: An Open Agentic Framework that Uses Computers Like a Human,arXiv,2024,10.48550/arxiv.2410.08164,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.08164,no,B1,PENDING,,,,
295,Large Language Model-Brained GUI Agents: A Survey,Archival published,Transactions on Machine Learning Research,arXiv:2411.18279,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Large Language Model-Brained GUI Agents: A Survey,arXiv,2024,10.48550/arxiv.2411.18279,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2411.18279,no,B1,PENDING,,,,
298,WALT: Web Agents that Learn Tools,Archival published,International Conference on Learning Representations,arXiv:2510.01524,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,WALT: Web Agents that Learn Tools,arXiv,2025,10.48550/arxiv.2510.01524,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.01524,no,B1,PENDING,,,,
307,Cradle Empowering Foundation Agents Towards General Computer Control,Archival published,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2403.03186,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Cradle: Empowering Foundation Agents Towards General Computer Control,arXiv,2024,10.48550/arxiv.2403.03186,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2403.03186,no,B1,PENDING,,,,
323,GA: A Comprehensive Survey on LLM-based GUI Agent,Archival published,TechRxiv / submitted manuscript,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,GA: A Comprehensive Survey on LLM-based GUI Agent,,2025,10.36227/techrxiv.175322671.12208812/v1,openalex:title | crossref:title,crossref:title: crossref type=posted-content (preprint),no,B1,PENDING,,,,
330,BrowserAgent: Building Web Agents with Human-Inspired Web Browsing Actions,Archival published,Transactions on Machine Learning Research,arXiv:2412.10074,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,BrowserAgent: Building Web Agents with Human-Inspired Web Browsing Actions,,2025,10.48550/arxiv.2510.10666,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
340,WebLINX: Real-World Website Navigation with Multi-Turn Dialogue,Archival published,Proceedings of ICML,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,WebLINX: Real-World Website Navigation with Multi-Turn Dialogue,,2024,10.48550/arxiv.2402.05930,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
341,AgentBench Evaluating LLMs as Agents,Archival published,International Conference on Learning Representations,arXiv:2308.03688,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AgentBench: Evaluating LLMs as Agents,arXiv,2023,10.48550/arxiv.2308.03688,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2308.03688,no,B1,PENDING,,,,
342,GAIA a benchmark for General AI Assistants,Archival published,International Conference on Learning Representations,arXiv:2311.12983,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,GAIA: a benchmark for General AI Assistants,arXiv,2023,10.48550/arxiv.2311.12983,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2311.12983,no,B1,PENDING,,,,
344,WorkArena: How Capable Are Web Agents at Solving Common Knowledge Work Tasks,Archival published,Proceedings of ICML,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,WorkArena: How Capable Are Web Agents at Solving Common Knowledge Work Tasks?,,2024,10.48550/arxiv.2403.07718,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
351,The BrowserGym Ecosystem for Web Agent Research,Archival published,TMLR,arXiv:2412.05467,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,The BrowserGym Ecosystem for Web Agent Research,arXiv,2024,10.48550/arxiv.2412.05467,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2412.05467,no,B1,PENDING,,,,
