record_id,title,machine_verdict,decision,final_status,final_venue,final_identifier,evidence_url,evidence_note,adjudicated_by,adjudicated_at,corpus_action
649,Aegis: Taxonomy and Optimizations for Overcoming Agent-Environment Failures in LLM Agents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2508.19504,https://arxiv.org/abs/2508.19504,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
651,Where LLM Agents Fail and How They Can Learn From Failures,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2509.25370,https://arxiv.org/abs/2509.25370,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
653,What Do LLMAgents Know About Their World: Task2Quiz: A Paradigm for Studying Environment Understanding,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2601.09503,https://arxiv.org/abs/2601.09503,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
658,VeriLA A Human-Centered Evaluation Framework for Interpretable Verification of LLM Agent Failures,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2503.12651,https://arxiv.org/abs/2503.12651,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
664,NEXT-EVAL: Next Evaluation of Traditional and LLM Web Data Record Extraction,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2505.17125,https://arxiv.org/abs/2505.17125,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
670,ScrapeGraphAI-100k: A Large-Scale Dataset for LLM-Based Web Information Extraction,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2602.15189,https://arxiv.org/abs/2602.15189,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
676,"Advanced Web Scraping in the Modern Web: Techniques, Prevention, and AI Integration",NO_MATCH,SET_NON_ARCHIVAL_THESIS,Preprint/technical report,National Technical University of Athens Diploma Thesis,https://doi.org/10.26240/heal.ntua.30085,https://doi.org/10.26240/heal.ntua.30085,"Authoritative institutional record identifies this as an NTUA diploma thesis, not a conference/journal publication.",ChatGPT-assisted manual evidence review,2026-09-13,set non-archival thesis/technical-report status and DOI
679,An Agentic Toolkit for Adaptive Information Extraction from Regulatory Documents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2509.11773,https://arxiv.org/abs/2509.11773,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
682,Mind2Report: A Cognitive Deep Research Agent for Expert-Level Commercial Report Synthesis,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2601.04879,https://arxiv.org/abs/2601.04879,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
692,WiNELL: Wikipedia Never-Ending Updating with LLM Agents,NO_MATCH,RETAIN_ARCHIVAL_OFFICIAL_ACM,Archival published,Proceedings of the ACM Web Conference 2026,https://doi.org/10.1145/3774904.3792695,https://doi.org/10.1145/3774904.3792695,The ACM DOI and Web Conference accepted-paper record support the archival publication.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; retain ACM DOI
721,AI Kill Switch for malicious web-based LLM agent,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2503.08792,https://arxiv.org/abs/2503.08792,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
738,GuardAgent: Safeguard LLM Agents via Knowledge-Enabled Reasoning,NO_MATCH,RETAIN_ARCHIVAL_OFFICIAL_PMLR,Archival published,ICML 2025 / PMLR 267,https://proceedings.mlr.press/v267/xiang25a.html,https://proceedings.mlr.press/v267/xiang25a.html,Official PMLR proceedings page confirms GuardAgent at ICML 2025.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; retain PMLR identifier
755,Context is Key for Agent Security,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/search/?query=Context+is+Key+for+Agent+Security&searchtype=title,https://arxiv.org/search/?query=Context+is+Key+for+Agent+Security&searchtype=title,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
759,A Practical Memory Injection Attack against LLM Agents,NO_MATCH,SET_PREPRINT_CORRECT_ARXIV,Preprint/technical report,arXiv / CoRR,https://arxiv.org/abs/2503.03704,https://arxiv.org/abs/2503.03704,"Exact-title search and bibliographic records locate only the arXiv/CoRR paper. The register identifier 2411.09921 is incorrect, and no NeurIPS archival record was found.",ChatGPT-assisted manual evidence review,2026-09-13,set preprint; correct arXiv ID to 2503.03704; remove unsupported NeurIPS claim
780,Reliable Weak-to-Strong Monitoring of LLM Agents,NO_MATCH,RETAIN_ARCHIVAL_CORRECT_ICLR_AND_ARXIV,Archival published,ICLR 2026,https://openreview.net/forum?id=WV7xIboTDK,https://openreview.net/pdf?id=WV7xIboTDK,Final OpenReview paper is explicitly marked Published as a conference paper at ICLR 2026. The register arXiv ID 2505.08786 is wrong; the exact paper is arXiv 2508.19461.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; correct arXiv ID to 2508.19461; set final OpenReview identifier
784,LLM Agents for Automated Web Vulnerability Reproduction: Are We There Yet,NO_MATCH,SET_PREPRINT_NO_ARCHIVAL_EVIDENCE,Preprint/technical report,arXiv / CoRR,https://arxiv.org/abs/2510.14700,https://dblp.org/rec/journals/corr/abs-2510-14700.html,DBLP lists the exact work as CoRR and targeted search found no archival venue.,ChatGPT-assisted manual evidence review,2026-09-13,set preprint; remove unsupported accepted/archival claim
801,"Agent A/B: Automated and Scalable A/B Testing on Live Websites with Interactive LLM Agents [MERGED: consolidates former duplicate row #802, ""AgentAB"" title variant — confirmed same paper]",NO_MATCH,RETAIN_ARCHIVAL_OFFICIAL_ACM,Archival published,ACM CHI 2026 Extended Abstracts,https://doi.org/10.1145/3772363.3799039,https://doi.org/10.1145/3772363.3799039,ACM DOI supports the CHI 2026 Extended Abstract publication; duplicate row 802 was already consolidated into this record.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; retain ACM DOI and merged-row note
