record_id,title,section_priority,has_exact_when_reading_todo,has_template_evidence_block,no_current_cycle_verification,has_concrete_numeric_evidence_signal,claim_use_status,a1_status,note_file
332,Agent-SAMA- State-Aware Mobile Assistant,S4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0332.md
336,A Comprehensive Survey of Agents for Computer Use,S4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0336.md
337,Mind2Web- Towards a Generalist Agent for the Web,S5.1 / P0,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0337.md
338,WebArena- A Realistic Web Environment for Building Autonomous Agents,S5.1 / P0,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0338.md
339,VisualWebArena- Evaluating Multimodal Agents on Realistic Visually Grounded Web Tasks,S5.1 / P0,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0339.md
340,WebLINX- Real-World Website Navigation with Multi-Turn Dialogue,S5.1 / P0,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0340.md
341,AgentBench Evaluating LLMs as Agents,S5.1 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0341.md
342,GAIA a benchmark for General AI Assistants,S5.1 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0342.md
343,OmniACT A Dataset and Benchmark for Enabling Multimodal Generalist Autonomous Agents for Desktop and Web,S5.1 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0343.md
344,WorkArena- How Capable Are Web Agents at Solving Common Knowledge Work Tasks,S5.1 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0344.md
345,TurkingBench A Challenge Benchmark for Web Agents,S5.1 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0345.md
346,OSWorld Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments,S5.1 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0346.md
348,AssistantBench- Can Web Agents Solve Realistic and Time-Consuming Tasks,S5.1 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0348.md
349,WorkArena Towards Compositional Planning and Reasoning-based Common Knowledge Work Tasks,S5.1 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0349.md
350,TheAgentCompany Benchmarking LLM Agents on Consequential Real World Tasks,S5.1 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0350.md
351,The BrowserGym Ecosystem for Web Agent Research,S5.1 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0351.md
353,BEARCUBS A benchmark for computer-using web agents,S5.1 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0353.md
355,REAL- Benchmarking Autonomous Agents on Deterministic Simulations of Real Websites,S5.1 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0355.md
356,AgentRewardBench Evaluating Automatic Evaluations of Web Agent Trajectories,S5.1 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0356.md
361,Mind2Web 2 Evaluating Agentic Search with Agent-as-a-Judge,S5.1 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0361.md
363,MMInA Benchmarking Multihop Multimodal Internet Agents,S5.1 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0363.md
364,AgenticShop- Benchmarking Agentic Product Curation for Personalized Web Shopping,S5.1 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0364.md
367,ST-WebAgentBench- A Benchmark for Evaluating Safety and Trustworthiness in Web Agents,S5.1 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0367.md
372,ASSISTGUI- Task-Oriented Desktop Graphical User Interface Automation,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0372.md
373,TravelPlanner A Benchmark for Real-World Planning with Language Agents,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0373.md
374,AndroidWorld A Dynamic Benchmarking Environment for Autonomous Agents,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0374.md
375,WorkBench a Benchmark Dataset for Agents in a Realistic Workplace Setting,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0375.md
376,-bench A Benchmark for Tool-Agent-User Interaction in Real-World Domains,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0376.md
377,AI Agents That Matter,S5.1 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0377.md
379,Spider2-V How Far Are Multimodal Agents From Automating Data Science and Engineering Workflows,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0379.md
380,CRAB- Cross-environment Agent Benchmark for Multimodal Language Model Agents,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0380.md
381,VisualAgentBench Towards Large Multimodal Models as Visual Foundation Agents,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0381.md
383,Windows Agent Arena Evaluating Multi-Modal OS Agents at Scale,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0383.md
384,SPA-Bench- A Comprehensive Benchmark for SmartPhone Agent Evaluation,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0384.md
385,Agent-as-a-Judge Evaluate Agents with Agents,S5.1 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0385.md
386,Evaluating Cultural and Social Awareness of LLM Web Agents,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0386.md
387,VideoWebArena Evaluating Long Context Multimodal Agents with Video Understanding Web Tasks,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0387.md
388,WebOlympus- An Open Platform for Web Agents on Live Websites,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0388.md
389,A3- Android Agent Arena for Mobile GUI Agents,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0389.md
391,SWE-bench Goes Live!,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0391.md
392,UI-Vision: A Desktop-centric GUI Benchmark for Visual Perception and Interaction,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0392.md
394,Open CaptchaWorld: A Comprehensive Web-based Platform for Testing and Benchmarking Multimodal LLM Agents,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0394.md
395,X-WebAgentBench: A Multilingual Interactive Web Benchmark for Evaluating Global Agentic System,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0395.md
396,"Agent-RewardBench: Towards a Unified Benchmark for Reward Modeling across Perception, Planning, and Safety in Real-World Multimodal Agents",S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0396.md
399,FormFactory: An Interactive Benchmarking Suite for Multimodal Form-Filling Agents,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0399.md
400,Evaluation and Benchmarking of LLM Agents: A Survey,S5.1 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0400.md
406,ShoppingBench- A Real-World Intent-Grounded Shopping Benchmark for LLM-based Agents,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0406.md
408,WebWalker- Benchmarking LLMs in Web Traversal,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0408.md
411,MCP-AgentBench- Evaluating Real-World Language Agent Performance with MCP-Mediated Tools,S5.1 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0411.md
413,NEWSAGENT- Benchmarking Multimodal Agents as Journalists with Real-World Newswriting Tasks,S5.1 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0413.md
415,DRBench- A Realistic Benchmark for Enterprise Deep Research,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0415.md
416,GEM- A Gym for Agentic LLMs,S5.1 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0416.md
417,Holistic Agent Leaderboard- The Missing Infrastructure for AI Agent Evaluation,S5.1 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0417.md
419,TheMCPCompany- Creating General-purpose Agents with Task-specific Tools,S5.1 / P2,False,False,False,False,blocked pending publication-status revalidation,complete-or-needs-manual-quality-check,notes/papers/0419.md
423,AGENCYBENCH- Benchmarking the Frontiers of Autonomous Agents in 1M-Token Real-World Contexts,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0423.md
424,Ego2Web- A Web Agent Benchmark Grounded in Egocentric Videos,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0424.md
425,AgentWebBench- Benchmarking Multi-Agent Coordination in Agentic Web,S5.1 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0425.md
427,"MAgIC: Investigation of Large Language Model Powered Multi-Agent in Cognition, Adaptability, Rationality and Collaboration",S5.1 / P3,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0427.md
429,EgoPlan-Bench: Benchmarking Multimodal Large Language Models for Human-Level Planning,S5.1 / P3,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0429.md
430,InfiAgent-DABench: Evaluating Agents on Data Analysis Tasks,S5.1 / P3,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0430.md
433,A Long Way to Go: Investigating Length Correlations in RLHF,S5.1 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0433.md
435,MarkupLM- Pre-training of Text and Markup Language for Visually-rich Document Understanding,S5.2 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0435.md
436,UNDERSTANDING HTML WITH LARGE LANGUAGE,S5.2 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0436.md
437,Pix2Struct- Screenshot Parsing as Pretraining for Visual Language Understanding,S5.2 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0437.md
439,Pix2Act -- From Pixels to UI Actions- Learning to Follow Instructions via Graphical User Interfaces,S5.2 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0439.md
440,CogAgent A Visual Language Model for GUI Agents,S5.2 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0440.md
441,SeeClick- Harnessing GUI Grounding for Advanced Visual GUI Agents,S5.2 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0441.md
443,OmniParser for Pure Vision Based GUI Agent,S5.2 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0443.md
444,OS-ATLAS- A Foundation Action Model for Generalist GUI Agents,S5.2 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0444.md
445,ShowUI One Vision-Language-Action Model for GUI Visual Agent,S5.2 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0445.md
447,Magma- A Foundation Model for Multimodal AI Agents,S5.2 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0447.md
449,UGround- Unified Visual Grounding for GUI Agents,S5.2 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0449.md
450,GUI-Actor Coordinate-Free Visual Grounding for GUI Agents,S5.2 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0450.md
453,LCoW- Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,S5.2 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0453.md
454,Prune4Web- DOM Tree Pruning Programming for Web Agent,S5.2 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0454.md
456,WebSRC- A Dataset for Web-Based Structural Reading Comprehension,S5.2 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0456.md
457,Synapse Trajectory-as-Exemplar Prompting with Memory for Computer Control,S5.2 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0457.md
458,Hierarchical Multimodal Pre-training for Visually Rich Webpage Understanding,S5.2 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0458.md
459,Dual-View Visual Contextualization for Web Navigation,S5.2 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0459.md
460,Ferret-UI- Grounded Mobile UI Understanding with Multimodal LLMs,S5.2 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0460.md
462,GUI-World A Video Benchmark and Dataset for Multimodal GUI-oriented Understanding,S5.2 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0462.md
463,GUICourse From General Vision Language Models to Versatile GUI Agents,S5.2 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0463.md
464,ScreenAI- A Vision-Language Model for UI and Infographics Understanding,S5.2 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0464.md
465,Aguvis Unified Pure Vision Agents for Autonomous GUI Interaction,S5.2 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0465.md
466,InfiGUIAgent A Multimodal Generalist GUI Agent with Native Reasoning and Reflection,S5.2 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0466.md
467,HtmlRAG- HTML is Better Than Plain Text for Modeling Retrieved Knowledge in RAG Systems,S5.2 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0467.md
471,ScreenSpot-Pro- GUI Grounding for Professional High-Resolution Computer Use,S5.2 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0471.md
479,RaDA- Retrieval-augmented Web Agent Planning with LLMs,S5.3 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0479.md
481,Agent S2 A Compositional Generalist-Specialist Framework for Computer Use Agents,S5.3 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0481.md
482,WebRollback Enhancing Web Agents with Explicit Rollback Mechanisms,S5.3 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0482.md
483,AGENTOCCAM- A Simple Yet Strong Baseline for LLM-Based Web Agents,S5.3 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0483.md
484,WebDreamer- Is Your LLM Secretly a World Model of the Internet Model-Based Planning for Web Agents,S5.3 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0484.md
485,WebCoT Enhancing Web Agent Reasoning by Reconstructing Chain-of-Thought in Reflection Branching and Rollback,S5.3 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0485.md
489,WebAnchor- Anchoring Agent Planning to Stabilize Long-Horizon Web Reasoning,S5.3 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0489.md
490,Tree Search for Language Model Agents,S5.3 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0490.md
491,HEAP- HIERARCHICAL POLICIES FOR,S5.3 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0491.md
493,TRAD: Enhancing LLM Agents with Step-Wise Thought Retrieval and Aligned Decision,S5.3 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0493.md
495,WebPilot- A Versatile and Autonomous Multi-Agent System for Web Task Execution with Strategic Exploration,S5.3 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0495.md
496,OSCAR: Operating System Control via State-Aware Reasoning and Re-Planning,S5.3 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0496.md
497,ExACT Teaching AI Agents to Explore with Reflective-MCTS and Exploratory Learning,S5.3 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0497.md
498,MOBA: Multifaceted Memory-Enhanced Adaptive Planning for Efficient Mobile Task Automation,S5.3 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0498.md
501,Inducing Programmatic Skills for Agentic Tasks,S5.3 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0501.md
503,BacktrackAgent Enhancing GUI Agent with Error Detection and Backtracking Mechanism,S5.3 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0503.md
504,SteP- Stacked LLM Policies for Web Actions,S5.3 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0504.md
505,Thinking vs. Doing- Agents that Reason by Scaling Test-Time Interaction,S5.3 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0505.md
506,"R2D2- Remembering, Replaying and Dynamic Decision Making with a Reflective Agentic Memory",S5.3 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0506.md
514,MANGO- Multi-Agent Web Navigation via Global-View Optimization,S5.3 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0514.md
516,Can Language Models Serve as Text-Based World Simulators,S5.3 / P3,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0516.md
517,WebRL- Training LLM Web Agents via Self-Evolving Online Curriculum Reinforcement Learning,S5.4 / P0,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0517.md
518,Multimodal Web Navigation with Instruction-Finetuned Foundation Models,S5.4 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0518.md
521,Agent Workflow Memory,S5.4 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0521.md
524,"OpenWebVoyager- Building Multimodal Web Agents via Iterative Real-World Exploration, Feedback and Optimization",S5.4 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0524.md
527,AdaptAgent Adapting Multimodal Web Agents with Few-Shot Learning from Human Demonstrations,S5.4 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0527.md
529,AgentTrek Agent Trajectory Synthesis via Guiding Replay with Web Tutorials,S5.4 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0529.md
530,AgentRefine Enhancing Agent Generalization through Refinement Tuning,S5.4 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0530.md
533,WebEvolver Enhancing Web Agent Self-Improvement with Coevolving World Model,S5.4 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0533.md
534,Explorer- Scaling Exploration-driven Web Trajectory Synthesis for Multimodal Web Agents,S5.4 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0534.md
536,Web-Shepherd Advancing PRMs for Reinforcing Web Agents,S5.4 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0536.md
537,WorkForceAgent-R1 Incentivizing Reasoning Capability in LLM-based Web Agents via Reinforcement Learning,S5.4 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0537.md
538,Go-Browse- Training Web Agents with Structured Exploration,S5.4 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0538.md
539,TGPO- TREE-GUIDED PREFERENCE OPTIMIZATION FOR ROBUST WEB AGENT REINFORCEMENT LEARNING,S5.4 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0539.md
541,WebAgent-R1- Training Web Agents via End-to-End Multi-Turn Reinforcement Learning,S5.4 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0541.md
543,TongUI- Internet-Scale Trajectories from Multimodal Web Tutorials for Generalized GUI Agents,S5.4 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0543.md
546,How to Train Your LLM Web Agent- A Statistical Diagnosis,S5.4 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0546.md
548,WebGym- Scaling Training Environments for Visual Web Agents with Realistic Tasks,S5.4 / P1,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0548.md
552,SynthAgent- Adapting Web Agents with Synthetic Supervision,S5.4 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0552.md
554,WebFactory- Automated Compression of Foundational Language Intelligence into Grounded Web Agents,S5.4 / P1,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0554.md
556,On the Multi-turn Instruction Following for Conversational Web Agents,S5.4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0556.md
558,AutoGuide: Automated Generation and Selection of Context-Aware Guidelines for Large Language Model Agents,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0558.md
559,Trial and Error: Exploration-Based Trajectory Optimization for LLM Agents,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0559.md
560,AutoManual: Constructing Instruction Manuals by LLM Agents via Interactive Environmental Learning,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0560.md
561,Navigating WebAI: Training Agents to Complete Web Tasks with Large Language Models and Reinforcement Learning,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0561.md
562,AgentGym: Evaluating and Training Large Language Model-based Agents across Diverse Environments,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0562.md
563,Re-ReST: Reflection-Reinforced Self-Training for Language Agents,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0563.md
564,Watch Every Step LLM Agent Learning via Iterative Step-Level Process Refinement,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0564.md
565,Auto-Intent: Automated Intent Discovery and Self-Exploration for Large Language Model Web Agents,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0565.md
566,Synatra: Turning Indirect Knowledge into Direct Demonstrations for Digital Agents at Scale,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0566.md
568,OS-Genesis Automating GUI Agent Trajectory Construction via Reverse Task Synthesis,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0568.md
569,Learn-by-interact- A Data-Centric Framework for Self-Adaptive Agents in Realistic Environments,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0569.md
570,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0570.md
571,AgentRM Enhancing Agent Generalization with Reward Modeling,S5.4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0571.md
575,Large Language Models Empowered Personalized Web Agents,S5.4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0575.md
576,DeepResearcher- Scaling Deep Research via Reinforcement Learning in Real-world Environments,S5.4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0576.md
577,AndroidGen Building an Android Language Agent under Data Scarcity,S5.4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0577.md
578,Breaking the Data Barrier -- Building GUI Agents Through Task Generalization,S5.4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0578.md
580,Efficient Agent Training for Computer Use,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0580.md
581,EvolveSearch An Iterative Self-Evolving Search Agent,S5.4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0581.md
582,Group-in-Group Policy Optimization for LLM Agent Training,S5.4 / P2,False,False,False,True,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0582.md
584,MobileIPL Enhancing Mobile Agents Thinking Process via Iterative Preference Learning,S5.4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0584.md
586,Scalable Video-to-Dataset Generation for Cross-Platform Mobile Agents,S5.4 / P2,False,False,False,False,paper-specific note ready for synthesis,complete-or-needs-manual-quality-check,notes/papers/0586.md
