record_id,section,priority,year,title,publication_status,status_category,venue,identifier,verification_source,bibliography_eligibility,note_quality,evidence_readiness,pages,canonical_status_detail,final_exclusion_reason
201,S3,P3,2024,"Position: Towards Unified Alignment Between Agents, Humans, and Environment",Published,Archival published,"Proceedings of the 41st International Conference on Machine Learning (ICML 2024), PMLR 235, pages 56251-56275",https://proceedings.mlr.press/v235/yang24p.html,https://proceedings.mlr.press/v235/yang24p.html,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference position paper,
202,S3,P3,2024,A Human-Inspired Reading Agent with Gist Memory of Very Long Contexts,Published,Archival published,"Proceedings of the 41st International Conference on Machine Learning (ICML 2024), PMLR 235, pages 26396-26415",https://proceedings.mlr.press/v235/lee24c.html,https://proceedings.mlr.press/v235/lee24c.html,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
203,S3,P3,2024,When is Tree Search Useful for LLM Planning? It Depends on the Discriminator,Published,Archival published,"Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL 2024), Long Papers, pages 13659–13678",https://doi.org/10.18653/v1/2024.acl-long.738,https://aclanthology.org/2024.acl-long.738/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
204,S3,P3,2024,"WorldCoder, a Model-Based LLM Agent: Building World Models by Writing Code and Interacting with the Environment",Published,Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://proceedings.neurips.cc/paper_files/paper/2024/hash/820c61a0cd419163ccbd2c33b268816e-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/hash/820c61a0cd419163ccbd2c33b268816e-Abstract-Conference.html,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
207,S3,P3,2025,Can LLM-Augmented Autonomous Agents Cooperate? An Evaluation of Their Cooperative Capabilities Through Melting Pot,Accepted/Published,Archival published,"IEEE Transactions on Artificial Intelligence, early-access publication in 2025; later assigned to volume 7, issue 2, pages 610–624",https://doi.org/10.1109/TAI.2025.3569192,https://ieeexplore.ieee.org/document/11002554/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival journal paper,
208,S3,P3,2024,Language Guided Exploration for RL Agents in Text Environments,Published,Archival published,"Findings of the Association for Computational Linguistics: NAACL 2024, pages 93–102",https://doi.org/10.18653/v1/2024.findings-naacl.7,https://aclanthology.org/2024.findings-naacl.7/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
209,S3,P3,2024,MAGIS: LLM-Based Multi-Agent Framework for GitHub Issue Resolution,Published,Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://doi.org/10.52202/079017-1647,https://proceedings.neurips.cc/paper_files/paper/2024/hash/5d1f02132ef51602adf07000ca5b6138-Abstract-Conference.html,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
210,S3,P3,2024,Playing NetHack with LLMs: Potential & Limitations as Zero-Shot Agents,Published,Archival published,"2024 IEEE Conference on Games (CoG 2024), pages 1–8",https://doi.org/10.1109/CoG60054.2024.10645630,https://ieeexplore.ieee.org/document/10645630/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
212,S3,P3,2024,"Toward Self-Improvement of LLMs via Imagination, Searching, and Criticizing",Published,Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://proceedings.neurips.cc/paper_files/paper/2024/hash/5e5853f35164e434015716a8c2a66543-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/hash/5e5853f35164e434015716a8c2a66543-Abstract-Conference.html,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
213,S3,P3,2024,360°REA: Towards Reusable Experience Accumulation with 360° Assessment for Multi-Agent Systems,Published,Archival published,"Findings of the Association for Computational Linguistics: ACL 2024, pages 13149–13162",https://doi.org/10.18653/v1/2024.findings-acl.778,https://aclanthology.org/2024.findings-acl.778/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
214,S3,P3,2024,A Survey on Large Language Model-Based Game Agents,Accepted,Archival accepted,ACM Computing Surveys (to appear),https://doi.org/10.48550/arXiv.2404.02039; arXiv:2404.02039,Shared-DOI conflict verification,Eligible if cited,A,Ready for claim-level use,,,
215,S3,P3,2024,AgentKit: Structured LLM Reasoning with Dynamic Graphs,Accepted,Archival accepted,Conference on Language Modeling (COLM 2024),https://openreview.net/forum?id=PKfAq8N4fK,https://openreview.net/forum?id=PKfAq8N4fK,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
216,S3,P3,2024,Agent Planning with World Knowledge Model,Published,Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://proceedings.neurips.cc/paper_files/paper/2024/hash/d032263772946dd5026e7f3cd22bce5b-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/hash/d032263772946dd5026e7f3cd22bce5b-Abstract-Conference.html,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
219,S3,P3,2024,Ask-before-Plan: Proactive Language Agents for Real-World Planning,Published,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2024,https://doi.org/10.18653/v1/2024.findings-emnlp.636,https://aclanthology.org/2024.findings-emnlp.636/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
220,S3,P3,2025,"A Review of Prominent Paradigms for LLM-Based Agents: Tool Use (Including RAG), Planning, and Feedback Learning",Published,Archival published,"Proceedings of the 31st International Conference on Computational Linguistics (COLING 2025), pages 9760–9779",https://aclanthology.org/2025.coling-main.658/,https://aclanthology.org/2025.coling-main.658/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference survey,
221,S3,P3,2024,Chain of Agents: Large Language Models Collaborating on Long-Context Tasks,Published,Archival published,Advances in Neural Information Processing Systems 37 (NeurIPS 2024),https://proceedings.neurips.cc/,https://proceedings.neurips.cc/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
222,S3,P3,2024,FlowBench: Revisiting and Benchmarking Workflow-Guided Planning for LLM-based Agents,Published,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2024,https://doi.org/10.18653/v1/2024.findings-emnlp.638,https://aclanthology.org/2024.findings-emnlp.638/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
223,S3,P3,2025,AriGraph: Learning Knowledge Graph World Models with Episodic Memory for LLM Agents,Published,Archival published,Proceedings of the Thirty-Fourth International Joint Conference on Artificial Intelligence (IJCAI 2025),https://doi.org/10.24963/ijcai.2025/2,https://www.ijcai.org/proceedings/2025/2,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
230,S3,P3,2025,Planning in the Dark: LLM-Symbolic Planning Pipeline without Experts,Published,Archival published,"Proceedings of the AAAI Conference on Artificial Intelligence, Vol. 39, No. 25",https://doi.org/10.1609/aaai.v39i25.34855,https://doi.org/10.1609/aaai.v39i25.34855,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
231,S3,P3,2024,PRACT: Optimizing Principled Reasoning and Acting of LLM Agent,Published,Archival published,Proceedings of the 28th Conference on Computational Natural Language Learning (CoNLL 2024),https://doi.org/10.18653/v1/2024.conll-1.33,https://aclanthology.org/2024.conll-1.33/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
232,S3,P3,2025,Steering Large Language Models between Code Execution and Textual Reasoning,Published,Archival published,ICLR 2025,"proceedings.iclr.cc (2025, OpenReview 5X5Z7Ffrjb); 2410.03524",External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
233,S3,P3,2025,ACC-Collab: An Actor-Critic Approach to Multi-Agent LLM Collaboration,Published,Archival published,International Conference on Learning Representations (ICLR 2025),https://openreview.net/forum?id=nfKfAzkiez,https://openreview.net/forum?id=nfKfAzkiez,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
234,S3,P3,2024,"AgentBank: Towards Generalized LLM Agents via Fine-Tuning on 50,000+ Interaction Trajectories",Published,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2024,https://doi.org/10.18653/v1/2024.findings-emnlp.116,https://aclanthology.org/2024.findings-emnlp.116/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
237,S3,P3,2025,OPTIMA: Optimizing Effectiveness and Efficiency for LLM-Based Multi-Agent Systems,Published,Archival published,Findings of the Association for Computational Linguistics: ACL 2025,https://doi.org/10.18653/v1/2025.findings-acl.601,https://aclanthology.org/2025.findings-acl.601/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
238,S3,P3,2025,Proactive Agent: Shifting LLM Agents from Reactive Responses to Active Assistance,Accepted,Archival accepted,International Conference on Learning Representations (ICLR 2025),https://openreview.net/forum?id=sRIU6k2TcU,https://openreview.net/forum?id=sRIU6k2TcU,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
239,S3,P3,2024,TaskBench: Benchmarking Large Language Models for Task Automation,Published,Archival published,"Advances in Neural Information Processing Systems 37, Datasets and Benchmarks Track (NeurIPS 2024)",https://proceedings.neurips.cc/paper_files/paper/2024/hash/085185ea97db31ae6dcac7497616fd3e-Abstract-Datasets_and_Benchmarks_Track.html,https://proceedings.neurips.cc/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference Datasets and Benchmarks paper,
242,S3,P3,2025,EscapeBench: Towards Advancing Creative Intelligence of Language Model Agents,Published,Archival published,"Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (ACL 2025), Long Papers",https://doi.org/10.18653/v1/2025.acl-long.39,https://aclanthology.org/2025.acl-long.39/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
244,S3,P3,2025,The Lighthouse of Language: Enhancing LLM Agents via Critique-Guided Improvement,Accepted,Archival accepted,Advances in Neural Information Processing Systems 39 (NeurIPS 2025),https://openreview.net/forum?id=D88yhLFzDR,https://openreview.net/forum?id=D88yhLFzDR,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
247,S3,P3,2026,LLMs are Greedy Agents: Effects of RL Fine-tuning on Decision-Making Abilities,Published,Archival published,"International Conference on Learning Representations (ICLR 2026), Poster",https://openreview.net/forum?id=weUP6H5Ko9,https://openreview.net/forum?id=weUP6H5Ko9,Eligible if cited,Missing,Needs paper-specific evidence note,,Accepted/published - archival conference paper,
249,S3,P3,2025,"Meta-Agent-Workflow: Streamlining Tool Usage in LLMs through Workflow Construction, Retrieval, and Refinement",Published,Archival published,Companion Proceedings of the ACM Web Conference 2025 (WWW Companion 2025),https://doi.org/10.1145/3701716.3715247,https://doi.org/10.1145/3701716.3715247,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival ACM companion proceedings paper,
262,S3,P3,2026,Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models,Accepted,Archival accepted,"International Conference on Learning Representations, ICLR 2026",https://openreview.net/forum?id=eC4ygDs02R,Verified in final SLR bibliography,Eligible if cited,Missing,Needs paper-specific evidence note,,Published — archival ICLR 2026 conference paper,
268,S3,P3,2026,AgentOCR: Reimagining Agent History via Optical Self-Compression,Published,Archival published,"Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics, Volume 1: Long Papers",https://doi.org/10.18653/v1/2026.acl-long.230,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,Missing,Needs paper-specific evidence note,5067–5086,Published — archival ACL 2026 long paper,
274,S3,P3,2026,"Data Agents: Levels, State of the Art, and Open Problems",Published,Archival published,"Companion of the 2026 International Conference on Management of Data, SIGMOD Companion 2026",https://doi.org/10.1145/3788853.3801878,Verified in ACM survey,Eligible if cited,Missing,Needs paper-specific evidence note,571–579,Published — archival ACM SIGMOD Companion tutorial paper,
279,S4,P0,2017,World of Bits- An Open-Domain Platform for Web-Based Agents,Published,Archival published,Proceedings of ICML,,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
281,S4,P0,2022,WebShop- Towards Scalable Real-World Web Interaction with Grounded Language Agents,Published,Archival published,Advances in NeurIPS,https://doi.org/10.52202/068431-1508,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
282,S4,P0,2024,SeeAct- GPT-4V__ision__ is a Generalist Web Agent if Grounded,Published,Archival published,Proceedings of ICML,arXiv:2401.01614,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
283,S4,P0,2024,- WebVoyager- Building an End-to-End Web Agent with,Published,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2024.acl-long.371,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
284,S4,P1,2018,Reinforcement Learning on Web Interfaces using Workflow-Guided Exploration,Published,Archival published,International Conference on Learning Representations,,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
285,S4,P1,2019,DOM-Q-NET- Grounded RL on Structured Language,Published,Archival published,International Conference on Learning Representations,,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
286,S4,P1,2024,A Real-World WebAgent with Planning Long Context Understanding and Program Synthesis,Published,Archival published,International Conference on Learning Representations,,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
287,S4,P1,2024,Large Language Model Powered Agents in the Web,Published,Archival published,Companion Proceedings of the ACM Web Conference 2024,https://doi.org/10.1145/3589335.3641240,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
288,S4,P1,2024,AutoWebGLM: Bootstrap and Reinforce a Large Language Model-Based Web Navigating Agent,Published,Archival published,Proceedings of ACM SIGKDD,https://doi.org/10.1145/3637528.3671620,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
289,S4,P1,2025,Agent S An Open Agentic Framework that Uses Computers Like a Human,Published,Archival published,International Conference on Learning Representations,arXiv:2410.08164,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
295,S4,P1,2025,Large Language Model-Brained GUI Agents- A Survey,Published,Archival published,Transactions on Machine Learning Research,arXiv:2411.18279,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
297,S4,P1,2025,A Survey of WebAgents- Towards Next-Generation AI Agents for Web Automation with Large Foundation Models,Published,Archival published,Proceedings of ACM SIGKDD,https://doi.org/10.1145/3711896.3736555,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
298,S4,P1,2026,WALT- Web Agents that Learn Tools,Published,Archival published,International Conference on Learning Representations,arXiv:2510.01524,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
299,S4,P2,2020,Mapping Natural Language Instructions to Mobile UI Action Sequences,Published,Archival published,Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics,https://doi.org/10.18653/v1/2020.acl-main.729,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
300,S4,P2,2021,Grounding Open-Domain Instructions to Automate Web Support Tasks,Published,Archival published,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,https://doi.org/10.18653/v1/2021.naacl-main.89,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
302,S4,P2,2023,WebGLM- Towards an Efficient Web-Enhanced Question Answering System with Human Preferences,Published,Archival published,Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,https://doi.org/10.1145/3580305.3599931,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
303,S4,P2,2023,A Zero-Shot Language Agent for Computer Control with Structured Reflection,Published,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2023,https://doi.org/10.18653/v1/2023.findings-emnlp.753,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
305,S4,P2,2025,AppAgent Multimodal Agents as Smartphone Users,Published,Archival published,Proceedings of the CHI Conference on Human Factors in Computing Systems,https://doi.org/10.1145/3706598.3713989,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
307,S4,P2,2025,Cradle Empowering Foundation Agents Towards General Computer Control,Published,Archival published,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2403.03186,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
310,S4,P2,2024,Automating the Enterprise with Foundation Models,Published,Archival published,Proceedings of the VLDB Endowment,https://doi.org/10.14778/3685800.3685852,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
311,S4,P2,2024,OpenWebAgent- An Open Toolkit to Enable Web Agents on Large Language Models,Published,Archival published,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics: System Demonstrations,https://doi.org/10.18653/v1/2024.acl-demos.27,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
313,S4,P2,2025,Turn Every Application into an Agent- Towards Efficient Human-Agent-Computer Interaction with API-First LLM-Based Agents,Published,Archival published,Proceedings of ACL (Long Papers),arXiv:2409.17140,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
318,S4,P2,2025,ReachAgent Enhancing Mobile Agent via Page Reaching and Operation,Published,Archival published,Proceedings of the 2025 Conference of the North American Chapter of the Association for Computational Linguistics,arXiv:2504.04860,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
319,S4,P2,2025,LiteWebAgent The Open-Source Suite for VLM-Based Web-Agent Applications,Published,Archival published,Proceedings of the 2025 Conference of the North American Chapter of the Association for Computational Linguistics: System Demonstrations,arXiv:2410.06713,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
320,S4,P2,2025,LLM-Powered GUI Agents in Phone Automation- Surveying Progress and Prospects,Published,Archival published,Transactions on Machine Learning Research,https://openreview.net/forum?id=phoneguisurvey2025,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
321,S4,P2,2025,WebThinker- Empowering Large Reasoning Models with Deep Research Capability,Published,Archival published,Advances in NeurIPS,arXiv:2504.21776,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
322,S4,P2,2025,Beyond Browsing API-Based Web Agents,Published,Archival published,Findings of the Association for Computational Linguistics: ACL 2025,https://aclanthology.org/2025.findings-acl.577,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
323,S4,P2,2025,GA- A Comprehensive Survey on LLM-based GUI Agent,Published / peer-reviewed,Archival published,TechRxiv / submitted manuscript,,Checked in local evidence note,Eligible if cited,B,Ready for claim-level use,,,
328,S4,P2,2025,OPENCUA- Open Foundations for Computer-Use Agents,Published,Archival published,Advances in NeurIPS,arXiv:2508.09123,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
330,S4,P2,2026,BrowserAgent- Building Web Agents with Human-Inspired Web Browsing Actions,Published,Archival published,Transactions on Machine Learning Research,arXiv:2412.10074,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
332,S4,P2,2026,Agent-SAMA- State-Aware Mobile Assistant,Published,Archival published,Proceedings of the 40th AAAI Conference on Artificial Intelligence,arXiv:2502.09980,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
336,S4,P2,2026,A Comprehensive Survey of Agents for Computer Use,Published,Archival published,Journal of Artificial Intelligence Research,https://doi.org/10.1613/jair.1.17178,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
337,S5.1,P0,2023,Mind2Web- Towards a Generalist Agent for the Web,Published,Archival published,Advances in NeurIPS,arXiv:2306.06070,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
338,S5.1,P0,2024,WebArena- A Realistic Web Environment for Building Autonomous Agents,Published,Archival published,International Conference on Learning Representations,,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
339,S5.1,P0,2024,VisualWebArena- Evaluating Multimodal Agents on Realistic Visually Grounded Web Tasks,Published,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2024.acl-long.50,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
340,S5.1,P0,2024,WebLINX- Real-World Website Navigation with Multi-Turn Dialogue,Published,Archival published,Proceedings of ICML,,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
341,S5.1,P1,2024,AgentBench Evaluating LLMs as Agents,Published,Archival published,International Conference on Learning Representations,arXiv:2308.03688,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
342,S5.1,P1,2024,GAIA a benchmark for General AI Assistants,Published,Archival published,International Conference on Learning Representations,arXiv:2311.12983,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
343,S5.1,P1,2024,OmniACT A Dataset and Benchmark for Enabling Multimodal Generalist Autonomous Agents for Desktop and Web,Published,Archival published,European Conference on Computer Vision,https://doi.org/10.48550/arXiv.2402.17553,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
344,S5.1,P1,2024,WorkArena- How Capable Are Web Agents at Solving Common Knowledge Work Tasks,Published,Archival published,Proceedings of ICML,,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
345,S5.1,P1,2025,TurkingBench A Challenge Benchmark for Web Agents,Published,Archival published,Proceedings of the 2025 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,https://doi.org/10.18653/v1/2025.naacl-long.188,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
346,S5.1,P1,2024,OSWorld Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments,Published,Archival published,Advances in NeurIPS,arXiv:2404.07972,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
348,S5.1,P1,2024,AssistantBench- Can Web Agents Solve Realistic and Time-Consuming Tasks,Published,Archival published,Proceedings of EMNLP 2024,,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
349,S5.1,P1,2024,WorkArena Towards Compositional Planning and Reasoning-based Common Knowledge Work Tasks,Published,Archival published,Advances in NeurIPS,https://doi.org/10.52202/079017-0195,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
350,S5.1,P1,2025,TheAgentCompany Benchmarking LLM Agents on Consequential Real World Tasks,Published,Archival published,NeurIPS 2025 Datasets and Benchmarks Track,,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
351,S5.1,P1,2025,The BrowserGym Ecosystem for Web Agent Research,Published,Archival published,TMLR,arXiv:2412.05467,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
353,S5.1,P1,2025,BEARCUBS A benchmark for computer-using web agents,Published,Archival published,COLM,,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
355,S5.1,P1,2025,REAL- Benchmarking Autonomous Agents on Deterministic Simulations of Real Websites,Published,Archival published,Advances in NeurIPS,arXiv:2504.11543,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
356,S5.1,P1,2025,AgentRewardBench Evaluating Automatic Evaluations of Web Agent Trajectories,Published,Archival published,COLM,,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
361,S5.1,P1,2025,Mind2Web 2 Evaluating Agentic Search with Agent-as-a-Judge,Published,Archival published,Advances in NeurIPS,arXiv:2506.21506,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
363,S5.1,P1,2025,MMInA Benchmarking Multihop Multimodal Internet Agents,Published,Archival published,Findings of ACL,https://doi.org/10.18653/v1/2025.findings-acl.703,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
364,S5.1,P1,2026,AgenticShop- Benchmarking Agentic Product Curation for Personalized Web Shopping,Published,Archival published,Proceedings of the ACM Web Conference 2026,arXiv:2602.12315,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
367,S5.1,P1,2026,ST-WebAgentBench- A Benchmark for Evaluating Safety and Trustworthiness in Web Agents,Published,Archival published,International Conference on Learning Representations,arXiv:2410.06703,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
372,S5.1,P2,2024,ASSISTGUI- Task-Oriented Desktop Graphical User Interface Automation,Published,Archival published,"IEEE Xplore proceedings (title variant ""AssistGUI: Task-Oriented PC GUI Automation"")",IEEE Xplore doc 10656030; 2312.13108,External venue audit: compass_artifact_wf-d28261fe-4e0d-53d9-9225-a8a9fe0f3b8a_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
373,S5.1,P2,2024,TravelPlanner A Benchmark for Real-World Planning with Language Agents,Published,Archival published,Proceedings of ICML,arXiv:2402.01622,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
374,S5.1,P2,2025,AndroidWorld A Dynamic Benchmarking Environment for Autonomous Agents,Published,Archival published,International Conference on Learning Representations,arXiv:2405.14573,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
375,S5.1,P2,2024,WorkBench a Benchmark Dataset for Agents in a Realistic Workplace Setting,Published,Archival published,COLM,https://openreview.net/forum?id=4HNAwZFDcH,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
376,S5.1,P2,2025,-bench A Benchmark for Tool-Agent-User Interaction in Real-World Domains,Published,Archival published,International Conference on Learning Representations,arXiv:2406.12045,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
377,S5.1,P2,2025,AI Agents That Matter,Published,Archival published,TMLR,arXiv:2407.01502,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
379,S5.1,P2,2024,Spider2-V How Far Are Multimodal Agents From Automating Data Science and Engineering Workflows,Published,Archival published,Advances in NeurIPS,arXiv:2407.10956,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
380,S5.1,P2,2025,CRAB- Cross-environment Agent Benchmark for Multimodal Language Model Agents,Published,Archival published,Findings of the Association for Computational Linguistics: ACL 2025,arXiv:2407.01511,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
381,S5.1,P2,2025,VisualAgentBench Towards Large Multimodal Models as Visual Foundation Agents,Published,Archival published,International Conference on Learning Representations,arXiv:2408.06327,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
383,S5.1,P2,2025,Windows Agent Arena Evaluating Multi-Modal OS Agents at Scale,Published,Archival published,Proceedings of ICML,arXiv:2409.08264,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
384,S5.1,P2,2025,SPA-Bench- A Comprehensive Benchmark for SmartPhone Agent Evaluation,Published,Archival published,International Conference on Learning Representations,arXiv:2410.15164,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
385,S5.1,P2,2025,Agent-as-a-Judge Evaluate Agents with Agents,Published,Archival published,Proceedings of ICML,arXiv:2410.10934,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
386,S5.1,P2,2025,Evaluating Cultural and Social Awareness of LLM Web Agents,Published,Archival published,Findings of the Association for Computational Linguistics: NAACL 2025,arXiv:2410.23252,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
387,S5.1,P2,2025,VideoWebArena Evaluating Long Context Multimodal Agents with Video Understanding Web Tasks,Published,Archival published,ICLR 2025,"proceedings.iclr.cc (2025, OpenReview unDQOUah0F); 2410.19100",External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
388,S5.1,P2,2024,WebOlympus- An Open Platform for Web Agents on Live Websites,Published,Archival published,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,arXiv:2412.10642,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
