record_id,normalized_note,synthesis_source,content_provenance,full_text_status,claim_use_status,source_bytes,source_lines,source_sha256
220,notes/papers/0220.md,notes/original_sources/0220.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2279,28,daa13af75d5ce57e74040e0d9425abcb500acb115364f5bac3388286611a4a25
221,notes/papers/0221.md,notes/original_sources/0221.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,1982,26,5e0589c7eb762a8b1869e8bb9263ecf7c1de1d3e0bc81952000739fbfb1f26ed
222,notes/papers/0222.md,notes/original_sources/0222.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2056,26,ac1f51b017c543fc72a16d1cc3868d76dd1d06e4da119e68a9dc2ae7d11e4b2d
223,notes/papers/0223.md,notes/original_sources/0223.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2046,26,53a95d910daec7fd197eb9b4d2b372146a4f8c5b2413affd7232f02896fa979b
230,notes/papers/0230.md,notes/original_sources/0230.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2010,26,7a8d9d8a6300418d1c93bcbe01e672ffa15c1ef7687382fc609e454f818368cc
231,notes/papers/0231.md,notes/original_sources/0231.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,1906,26,24453041810505800f7f907d9cfa4ef56885259cee65951de4a162f2c41fbbb5
232,notes/papers/0232.md,notes/original_sources/0232.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2868,26,d9706e3cc27fdfdda1a7cf04ee723a0ba6d65df894caa4d40c2e422c1d18ceb2
233,notes/papers/0233.md,notes/original_sources/0233.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,1965,26,78db5a3ce6de7a44c7c8a7eecab310c9d767ddd4cd433d75d921ec470afcd75c
234,notes/papers/0234.md,notes/original_sources/0234.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2025,26,4f5b1cc3fdd44744f9386be4d191630f609af311463aad5e0784d09c54f2404a
237,notes/papers/0237.md,notes/original_sources/0237.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,1902,26,c10e07265ba8bde60c8af5808508c223db16ae5802e84bb2df89972c4fda8e31
238,notes/papers/0238.md,notes/original_sources/0238.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,1858,26,d0a3f0eb2b0bd7aa54eba198b573b4a049d59e85d6910de0601d0d8db6ec1aa3
239,notes/papers/0239.md,notes/original_sources/0239.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,1986,26,8012e959d65e2fb5fb428ba1b3adb80252f2bac9196aaef72956371a6b33c3f8
242,notes/papers/0242.md,notes/original_sources/0242.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,1836,26,74ca7ca228f59a941632b925984c83b2160a34cd6022f8c129bdaae79b22b940
244,notes/papers/0244.md,notes/original_sources/0244.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,1975,26,19c76495d5fa34538703daaf3aae1ad6fbf6aa8f7d7df48807d72aebbcf413e1
247,notes/papers/0247.md,notes/original_sources/0247.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,1975,26,55d6af2f207d354e37ca0019cc8164e072ce1eaa6fc25007cb17026b4bf73c24
249,notes/papers/0249.md,notes/original_sources/0249.md,current-cycle access-exception note,blocked: full text unavailable,blocked pending full text,1665,26,410dfcd3756140d062c566b2e875e85181e83a880f9f0d327b14ec482e5882c7
262,notes/papers/0262.md,notes/original_sources/0262.md,existing paper-specific note preserved after title and coverage audit,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2985,41,d00664293e2df3de07bffeb7f8bacf5fb0bdb2eff0e9f782407541c823216262
268,notes/papers/0268.md,notes/original_sources/0268.md,existing paper-specific note preserved after title and coverage audit,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2382,41,2a222cc67b41a76d59459138e36d07b4e70277e912c80b6a01d8ca5b16ee22ec
274,notes/papers/0274.md,notes/original_sources/0274.md,existing paper-specific note preserved after title and coverage audit,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2310,41,7ff0c88e3648de35526e0299e114e4e7afe31202909bb0cb1c57178cf0b2acbf
279,notes/papers/0279.md,notes/original_sources/0279.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICML 2017 / PMLR 70,paper-specific note ready for synthesis,7120,81,395cee98cf20df0b641efa02ced03ac4c4e537863be8470eb7367185639f8d40
281,notes/papers/0281.md,notes/original_sources/0281.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2022 / arXiv:2207.01206,paper-specific note ready for synthesis,7738,85,9d248d9195ce5c7e5729891769a83fb158f1025eec03a75031966967be81af52
282,notes/papers/0282.md,notes/original_sources/0282.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICML 2024 / PMLR 235 / arXiv:2401.01614,paper-specific note ready for synthesis,16050,454,f1f0e1c32c2103388ab5a3b93436c3678c37e68a02fdb44118979922e5bfa804
283,notes/papers/0283.md,notes/original_sources/0283.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2024 Long Papers / arXiv:2401.13919,paper-specific note ready for synthesis,16246,471,5e6c1ee7aa11461efa8ff38b0923d6827fd45b673b1fa7cba43398b3fa4ee762
284,notes/papers/0284.md,notes/original_sources/0284.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2018 / arXiv:1802.08802,paper-specific note ready for synthesis,13899,319,58ff5e1645bc2e868cbf38b85a0efc47944efbf531fbce609719ed236aeb1ff8
285,notes/papers/0285.md,notes/original_sources/0285.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:1902.07257 / AAAI-era MiniWoB study,paper-specific note ready for synthesis,11786,290,b5d9491eac7c182d77b6ce84992a35400177c42707f22106f27a192fa9efdb10
286,notes/papers/0286.md,notes/original_sources/0286.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2024 / arXiv:2307.12856,paper-specific note ready for synthesis,12707,328,3d0fac3cc862d3c1e1c24becbeaf7f5003d93c2130bd486e06a356b4dcca5817
287,notes/papers/0287.md,notes/original_sources/0287.md,current-cycle full-text remediation and verification of the historical paper-specific note,"current-cycle full text independently read and title-checked from ACM Web Conference 2024 Companion, DOI 10.1145/3589335.3641240",paper-specific note ready for synthesis,9635,260,0b3a0ec2e50a236f46b7d3e3b764c71576d7b74f28ebaa975b22cb4779564115
288,notes/papers/0288.md,notes/original_sources/0288.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from KDD 2024 / arXiv:2404.03648,paper-specific note ready for synthesis,12765,311,d7ef9d3fc44cd77af6c15cf7012eb50220fa559075572897aa229e2bbe0f5faa
289,notes/papers/0289.md,notes/original_sources/0289.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 archival paper / arXiv:2410.08164,paper-specific note ready for synthesis,12017,306,23703de06310202fb4e902c69022835ebfbd0ccc6478d76f5e1920a080923e61
295,notes/papers/0295.md,notes/original_sources/0295.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from TMLR 2025 / arXiv:2411.18279,paper-specific note ready for synthesis,8187,255,0ba971eaa44e3c92632e049baaea6c381043175fe0a2619af221f11d798605c4
297,notes/papers/0297.md,notes/original_sources/0297.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from KDD 2025 / DOI 10.1145/3711896.3736555,paper-specific note ready for synthesis,8603,264,ec44e830cf262d9e244af89a5986121c43b4baf5e8e079d006dc4fc170cd9863
298,notes/papers/0298.md,notes/original_sources/0298.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2026 archival paper / arXiv:2510.01524,paper-specific note ready for synthesis,12580,319,9b2b6defb7d1349d85387ef24c2cbd9053b6a5711e0c11d61d221d31720ae90d
299,notes/papers/0299.md,notes/original_sources/0299.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2020 / Mapping Natural Language Instructions to Mobile UI Action Sequences,paper-specific note ready for synthesis,7139,187,73c5a9271254127997fd148089a2bf51ab5017a615ffcae928870eeb3c01941a
300,notes/papers/0300.md,notes/original_sources/0300.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NAACL 2021 / RUSS: Grounding Open-Domain Instructions to Automate Web Support Tasks,paper-specific note ready for synthesis,7062,194,615defcc0764a864a94c46c4980791e450c359035d2bf2cd91bfb40c754aa1b4
302,notes/papers/0302.md,notes/original_sources/0302.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from KDD 2023 / WebGLM,paper-specific note ready for synthesis,6912,187,ed82e3fae5bc24c1ff28f14077d656c47c600759fd67b973bb7707c5dc47d34b
303,notes/papers/0303.md,notes/original_sources/0303.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Findings of EMNLP 2023 / A Zero-Shot Language Agent for Computer Control with Structured Reflection,paper-specific note ready for synthesis,6788,187,d39c69b2143d2d82953ea24536fa518609c479388839ef9087b473adf9dac8f5
305,notes/papers/0305.md,notes/original_sources/0305.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from CHI 2025 / DOI 10.1145/3706598.3713600,paper-specific note ready for synthesis,6457,187,4e7888ab25e7905a5866064644d0753066bff663c0c91d101a57b41ea28f6dd0
307,notes/papers/0307.md,notes/original_sources/0307.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICML 2025 / PMLR Cradle paper,paper-specific note ready for synthesis,6718,187,c16d531879455960a472ec5ca534e135984ab2d77bfd8947db0f85292120b3c9
310,notes/papers/0310.md,notes/original_sources/0310.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from PVLDB 2024 / DOI 10.14778/3681954.3681964 / ECLAIR,paper-specific note ready for synthesis,6602,187,32d9e9ae4a9e2f102f89c0590e28cb9e42e3acdfd22de603b3e2921368179325
311,notes/papers/0311.md,notes/original_sources/0311.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2024 System Demonstrations / DOI 10.18653/v1/2024.acl-demos.8,paper-specific note ready for synthesis,6708,194,41bbeade413160078fe0ab5c821d22b3ec54bc63deb93834bdd69c90750224cd
313,notes/papers/0313.md,notes/original_sources/0313.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2025 Long Papers / DOI 10.18653/v1/2025.acl-long.381 / AXIS,paper-specific note ready for synthesis,6834,187,02d8b7d0f950344a55257a4490c6e677e021052bec212866de570ad78fac383c
318,notes/papers/0318.md,notes/original_sources/0318.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NAACL 2025 Long Papers / DOI 10.18653/v1/2025.naacl-long.244,paper-specific note ready for synthesis,6813,187,19f3ffb5c76e7e5a0640ca402a88c4aecd68da0cc3f6d250a7cf68d5996593a0
319,notes/papers/0319.md,notes/original_sources/0319.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NAACL 2025 System Demonstrations / DOI 10.18653/v1/2025.naacl-demo.36,paper-specific note ready for synthesis,7015,194,83964c29f6ebe57e2161bbf297ad5f101395e8b9f1bef8f7033e8be16616907a
320,notes/papers/0320.md,notes/original_sources/0320.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from TMLR 2025 / LLM-Powered GUI Agents in Phone Automation survey,paper-specific note ready for synthesis,6996,194,e49048fcc57076afbebcbf3d6a5e4175ed8c4aeb75cac1d8cc3262c3c5d13c12
321,notes/papers/0321.md,notes/original_sources/0321.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2025 / WebThinker,paper-specific note ready for synthesis,7112,194,60ce0caa118a867b45cefb7794d7033f70c27cc52bcc0bf7ed7adae6404cb49e
322,notes/papers/0322.md,notes/original_sources/0322.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Findings of ACL 2025 / DOI 10.18653/v1/2025.findings-acl.577,paper-specific note ready for synthesis,6562,187,6ba2513b11b012307e2fa35bd580389cbb69c2411655e66aeef0a31e7f5f2f1c
323,notes/papers/0323.md,notes/original_sources/0323.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from TechRxiv/preprint: GA: A Comprehensive Survey on LLM-based GUI Agent,blocked pending publication-status revalidation,6478,187,75a58dd11759c67cc3ba2e1cca2272649961eeb864cbc80223a80e8c64d27027
328,notes/papers/0328.md,notes/original_sources/0328.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2025 / OpenCUA,paper-specific note ready for synthesis,6525,187,8cb29f2f5d7c0ac778a4fb01d433216af89d57ba5ca3c56433bff9ddff0f9cda
330,notes/papers/0330.md,notes/original_sources/0330.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from TMLR 2026 / BrowserAgent,paper-specific note ready for synthesis,8136,246,d10e2c9cae8ef5d4738e97e3a6b3d35833dc0d6ddcd73b0bf309ca7aedb9a51a
332,notes/papers/0332.md,notes/original_sources/0332.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from AAAI 2026 / DOI 10.1609/aaai.v40i35.40187,paper-specific note ready for synthesis,6358,188,87f5605fdc02951819e24e982987275986719446541c6d670c2e6146ebb85910
336,notes/papers/0336.md,notes/original_sources/0336.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from JAIR 2026 / DOI 10.1613/jair.1.19490,paper-specific note ready for synthesis,6718,187,35f7b6885bc0c227ae71fa680a2cda82128c8ce5201a840df819946435a61fbc
337,notes/papers/0337.md,notes/original_sources/0337.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2023 / arXiv:2306.06070,paper-specific note ready for synthesis,13176,339,a64e4d1196fb928170a3f2721e2ad99b4f536ec1e6b99b00bd7f2ee25846448e
338,notes/papers/0338.md,notes/original_sources/0338.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2024 / arXiv:2307.13854,paper-specific note ready for synthesis,12301,310,81881e70ecadf67748c7d6ac4bc9ee3655168e6035825eedf379b40583e6b2bb
339,notes/papers/0339.md,notes/original_sources/0339.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2024 Long Papers / DOI 10.18653/v1/2024.acl-long.50,paper-specific note ready for synthesis,12857,320,10516c98881f03585db7d0404c93a4d390cef6efdda6345314891b455a8f7095
340,notes/papers/0340.md,notes/original_sources/0340.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICML 2024 / PMLR 235 / arXiv:2402.05930,paper-specific note ready for synthesis,12849,332,de20d6305caa54614c9e0dc4e2e4980c7e9466f478544f9ea5fa16747e858176
341,notes/papers/0341.md,notes/original_sources/0341.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2024 / arXiv:2308.03688,paper-specific note ready for synthesis,13232,313,6f0c708b3f549dedd40be44d7aac87b2074656c99f2c1333f70c56921db7f3a0
342,notes/papers/0342.md,notes/original_sources/0342.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2024 / arXiv:2311.12983,paper-specific note ready for synthesis,12810,313,214a3bc420103f23cfe51ff9a7686445cd40cd742082deb2f060faa5b3e492e0
343,notes/papers/0343.md,notes/original_sources/0343.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ECCV 2024 / OmniACT paper,paper-specific note ready for synthesis,12967,314,486b9897ee335a8bab9fcca9e29860a39258ca719abfb58366e50a449b32e1c9
344,notes/papers/0344.md,notes/original_sources/0344.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICML 2024 / PMLR WorkArena paper,paper-specific note ready for synthesis,12384,313,3060a57ac84f692d4e89b7de5538965965e58597976b13ee21ce07c20bba82b9
345,notes/papers/0345.md,notes/original_sources/0345.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NAACL 2025 / TurkingBench paper,paper-specific note ready for synthesis,12260,314,b13136296ed4f3ad63eb37b3387846c3103b4cc7c18af7dcc6d492a6a5be0d1e
346,notes/papers/0346.md,notes/original_sources/0346.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2024 / arXiv:2404.07972,paper-specific note ready for synthesis,13038,314,ef8a23c272fb5cd7b6b6b45e135a612dbef2ca9bb8b19f48ad65fa75dbbf32cb
348,notes/papers/0348.md,notes/original_sources/0348.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from EMNLP 2024 / DOI 10.18653/v1/2024.emnlp-main.505,paper-specific note ready for synthesis,12829,316,13397e39639cc3a60f34d34c28f12a9e610bc016ecd947900e129224101460ce
349,notes/papers/0349.md,notes/original_sources/0349.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2024 Datasets and Benchmarks / WorkArena++,paper-specific note ready for synthesis,12914,314,eb0d3f9f35e60edcffb3299b9b9b04e97654f75c81f874421113a545db70ea67
350,notes/papers/0350.md,notes/original_sources/0350.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2025 / arXiv:2412.14161,paper-specific note ready for synthesis,13367,319,42e5da44b2f30cf2811d035cfa6f8f8333223592738a8bc393b6e406ec6726d3
351,notes/papers/0351.md,notes/original_sources/0351.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from TMLR 2025 / arXiv:2412.05467,paper-specific note ready for synthesis,13259,320,eba6f5de98ea3be21931d0e8405fb51c0a9a4851f9cb079c9d5477d1f873bc65
353,notes/papers/0353.md,notes/original_sources/0353.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from BEARCUBS paper / arXiv:2503.07919,paper-specific note ready for synthesis,12281,314,375b49efc3f1b99b24db6e3840d98ccb723f7847d488ee365cd3e1f7c6984ad4
355,notes/papers/0355.md,notes/original_sources/0355.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2025 / REAL benchmark paper,paper-specific note ready for synthesis,12343,314,290024fe8c85180416ed95470811b1ec0ecd954d68884ec18d5a64f7b43d5e7a
356,notes/papers/0356.md,notes/original_sources/0356.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from COLM 2025 / AgentRewardBench web-trajectory evaluation paper,paper-specific note ready for synthesis,12843,320,fd6339861df6174a777fef042dc380a8c9d9feb220271ecc9136c23e78db3f50
361,notes/papers/0361.md,notes/original_sources/0361.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2025 / Mind2Web 2,paper-specific note ready for synthesis,13252,314,74398519d794f617c41d708dec64b7a9a9e142f64a1bd7c6c7be322bae8a8edc
363,notes/papers/0363.md,notes/original_sources/0363.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Findings of ACL 2025 / DOI 10.18653/v1/2025.findings-acl.703,paper-specific note ready for synthesis,12065,316,075d5ab268ff254fe6827f147cab4fda528a4aebcf3d25b148a86156e55a01e0
364,notes/papers/0364.md,notes/original_sources/0364.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from The Web Conference 2026 / DOI 10.1145/3774904.3792724,paper-specific note ready for synthesis,12919,314,5bdb98fed45514c7c935388c21c02ade8d2f2e8cee0964675fae8a27f0de4a44
367,notes/papers/0367.md,notes/original_sources/0367.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2026 / ST-WebAgentBench,paper-specific note ready for synthesis,12878,320,1bee83439c6e97e10cea507bdfc5c8935eb1aeea9ca6a2f04decd5ba64b27238
372,notes/papers/0372.md,notes/original_sources/0372.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from CVPR 2024 / AssistGUI,paper-specific note ready for synthesis,8576,245,2866fc53c803a011856e4dec3b19aa58d83c1898b59c497c328017c1a9a8416b
373,notes/papers/0373.md,notes/original_sources/0373.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICML 2024 / PMLR 235 / arXiv:2402.01622,paper-specific note ready for synthesis,8269,238,9fad72476ca024df4251cc8e4dec150f716c4e39b1e9e48444b0aa60320eb5bc
374,notes/papers/0374.md,notes/original_sources/0374.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 / arXiv:2405.14573,paper-specific note ready for synthesis,8512,246,2dbe2190728f110cbd0beeaa80763a745302cb89417e30782b0a8457c312bdd7
375,notes/papers/0375.md,notes/original_sources/0375.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from COLM 2024 / arXiv:2405.00823,paper-specific note ready for synthesis,8561,245,1cfc2ab83244a1753042aaa04711f16ee31fa110e42cf20d1da62d08b772a4a6
376,notes/papers/0376.md,notes/original_sources/0376.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 / arXiv:2406.12045,paper-specific note ready for synthesis,8536,245,a750bb50b4f2f827322a831ff410e355f64461508d40bc5af21183f48b527631
377,notes/papers/0377.md,notes/original_sources/0377.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from TMLR 2025 / AI Agents That Matter,paper-specific note ready for synthesis,8163,245,6aebe3a011f9db93dbdb82a9a5a2a7dc818433b647c4a23bc9e77f07062bdc11
379,notes/papers/0379.md,notes/original_sources/0379.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2024 Datasets and Benchmarks / arXiv:2407.10956,paper-specific note ready for synthesis,8719,238,a8f9b846856e474128dc82bd83d4d197745c5efc52ca219f0935e4335bfc95dd
380,notes/papers/0380.md,notes/original_sources/0380.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Findings of ACL 2025 / DOI 10.18653/v1/2025.findings-acl.1113,paper-specific note ready for synthesis,8672,245,386df580c44ece5c2e52f5f41ff1244e11be57d07416b1935cdc47aff35ca65b
381,notes/papers/0381.md,notes/original_sources/0381.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from VisualAgentBench paper / arXiv:2408.06327,paper-specific note ready for synthesis,8548,245,51eac9adac64af4253fec3d621ecc30d217b268b4df04c2f1f5bd9de15aa8bea
383,notes/papers/0383.md,notes/original_sources/0383.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICML 2025 / Windows Agent Arena,paper-specific note ready for synthesis,8131,238,fd3964e87b59053dd83b515cc265a45961e62d33be1ec1a7d63170a882798991
384,notes/papers/0384.md,notes/original_sources/0384.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 / SPA-Bench,paper-specific note ready for synthesis,8333,238,adce6afa0978370b5645b3bca549174673c9865e2071d4b7dc1d2786ec29efce
385,notes/papers/0385.md,notes/original_sources/0385.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICML 2025 / PMLR 267 / Agent-as-a-Judge,paper-specific note ready for synthesis,8120,244,fd773bbab7e0a90da25cdc0a77e7eaccb8ea9ef31c96f16f0e9ccc6991eb2216
386,notes/papers/0386.md,notes/original_sources/0386.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from CASA paper / arXiv:2410.23252,paper-specific note ready for synthesis,8365,238,f8e728be8943912156cb3f60a7b448c911e7025d46dbed60e737457310208469
387,notes/papers/0387.md,notes/original_sources/0387.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 / VideoWebArena,paper-specific note ready for synthesis,8808,245,2ab3e8dbf5ddcc90bc029c59f6cd35d68aeccba712ca71ec924170fadbabd737
388,notes/papers/0388.md,notes/original_sources/0388.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from EMNLP 2024 System Demonstrations / DOI 10.18653/v1/2024.emnlp-demo.20,paper-specific note ready for synthesis,8530,244,ec273fd158080bedbe7d15e6d3ba00d0455ffd464af320006ad51c23b1db6c98
389,notes/papers/0389.md,notes/original_sources/0389.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from A3 Android Agent Arena paper / arXiv:2501.01149 and ACL 2026 archival update,paper-specific note ready for synthesis,8185,238,acc714a2207608df13474831a57f444c8f369289779cd9595afc154f1b255b92
391,notes/papers/0391.md,notes/original_sources/0391.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2025 Datasets and Benchmarks / SWE-bench-Live,paper-specific note ready for synthesis,8261,245,b17179f709828713f16e64a468098bbb453d12c528c6fbbd0959bec873eadd99
392,notes/papers/0392.md,notes/original_sources/0392.md,current-cycle full-text remediation replacing templated historical note,current-cycle full text independently read and title-checked from the ICML/PMLR paper and full arXiv-derived text,paper-specific note ready for synthesis,12641,116,2a264ad6535f526baafb4e875af1201b9291dbb0065499e75ded5b318599575b
394,notes/papers/0394.md,notes/original_sources/0394.md,current-cycle full-text remediation replacing templated historical note,current-cycle full text independently read and title-checked from the 16-page arXiv/NeurIPS paper,paper-specific note ready for synthesis,12233,133,e881467bd1aa7436b2077ced8ef4c3b860388a65d3114be6bf0470bb864d07e8
395,notes/papers/0395.md,notes/original_sources/0395.md,current-cycle full-text remediation replacing templated historical note,current-cycle full text independently read and title-checked from the 16-page Findings/arXiv paper,paper-specific note ready for synthesis,11139,117,cf382f59d497e7cf0e3dc56963c170d44713657d4d8a9cf1d3a496ef6f9d8514
396,notes/papers/0396.md,notes/original_sources/0396.md,current-cycle full-text remediation replacing templated historical note,current-cycle full text independently read and title-checked from the 21-page ACL/arXiv paper,paper-specific note ready for synthesis,9464,96,181ae35714ea92ffbdd05a55a350a7cb8106f31ab7779636fae4f213a26293c1
399,notes/papers/0399.md,notes/original_sources/0399.md,current-cycle full-text remediation replacing templated historical note,current-cycle full text independently read and title-checked from arXiv HTML/PDF,paper-specific note ready for synthesis,8800,87,a900c51be5121fc6242e7f5228a42338ad6150120996eff31605c6064225dfb8
400,notes/papers/0400.md,notes/original_sources/0400.md,current-cycle full-text remediation replacing templated historical note,current-cycle full text independently read and title-checked from the 11-page arXiv/ACM version,paper-specific note ready for synthesis,11421,135,6941904d96f047f99e3eb9f670b721d7140161391eb6a07d0a6648de9927ddb9
