record_id,title,machine_verdict,decision,final_status,final_venue,final_identifier,evidence_url,evidence_note,adjudicated_by,adjudicated_at,corpus_action
725,SecureWebArena: A Holistic Security Evaluation Benchmark for LVLM-based Web Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Findings of the Association for Computational Linguistics: ACL 2026,https://doi.org/10.18653/v1/2026.findings-acl.582,https://doi.org/10.18653/v1/2026.findings-acl.582,"Exact/near-exact title match with a strong archival DOI and archival container 'Findings of the Association for Computational Linguistics: ACL 2026', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
727,WebSP-Eval: Evaluating Web Agents on Website Security and Privacy Tasks,UPGRADE,SET_ARCHIVAL_PUBLISHED_MANUAL_OFFICIAL,Archival published,Proceedings on Privacy Enhancing Technologies,https://doi.org/10.56553/popets-2026-0140,https://petsymposium.org/popets/2026/popets-2026-0140.php,"Official PoPETs proceedings page lists the exact paper in Volume 2026 Issue 4, pages 666-702, DOI 10.56553/popets-2026-0140.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
735,TrustAgent Towards Safe and Trustworthy LLM-based Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2024,https://doi.org/10.18653/v1/2024.findings-emnlp.585,https://doi.org/10.18653/v1/2024.findings-emnlp.585,"Exact/near-exact title match with a strong archival DOI and archival container 'Findings of the Association for Computational Linguistics: EMNLP 2024', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Unconfirmed' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
739,BadAgent Inserting and Activating Backdoor Attacks in LLM Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2024.acl-long.530,https://doi.org/10.18653/v1/2024.acl-long.530,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Unconfirmed' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
740,Preemptive Detection and Correction of Misaligned Actions in LLM Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,https://doi.org/10.18653/v1/2025.emnlp-main.12,https://doi.org/10.18653/v1/2025.emnlp-main.12,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
742,Caution for the Environment Multimodal LLM Agents are Susceptible to Environmental Distractions,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2025.acl-long.1087,https://doi.org/10.18653/v1/2025.acl-long.1087,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
753,The Task Shield Enforcing Task Alignment to Defend Against Indirect Prompt Injection in LLM Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2025.acl-long.1435,https://doi.org/10.18653/v1/2025.acl-long.1435,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
756,Contextual Agent Security A Policy for Every Purpose,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the Workshop on Hot Topics in Operating Systems,https://doi.org/10.1145/3713082.3730378,https://doi.org/10.1145/3713082.3730378,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the Workshop on Hot Topics in Operating Systems', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Workshop/conditional' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
760,A Survey on Trustworthy LLM Agents: Threats and Countermeasures,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,https://doi.org/10.1145/3711896.3736561,https://doi.org/10.1145/3711896.3736561,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
766,Inherent and emergent liability issues in LLM-based agentic systems a principal-agent perspective,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 1st Workshop for Research on Agent Language Models (REALM 2025),https://doi.org/10.18653/v1/2025.realm-1.9,https://doi.org/10.18653/v1/2025.realm-1.9,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 1st Workshop for Research on Agent Language Models (REALM 2025)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
793,World Models: The Safety Perspective,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,2024 IEEE 35th International Symposium on Software Reliability Engineering Workshops (ISSREW),https://doi.org/10.1109/issrew63542.2024.00104,https://doi.org/10.1109/issrew63542.2024.00104,"Exact/near-exact title match with a strong archival DOI and archival container '2024 IEEE 35th International Symposium on Software Reliability Engineering Workshops (ISSREW)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Workshop/conditional' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
806,Promoting Sustainable Web Agents Benchmarking and Estimating Energy Consumption Through Empirical and Theoretical Analysis,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v40i45.41221,https://doi.org/10.1609/aaai.v40i45.41221,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the AAAI Conference on Artificial Intelligence', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
