adjudication_batch,record_id,title,machine_verdict,decision,final_status,final_venue,final_identifier,evidence_url,evidence_note,adjudicated_by,adjudicated_at,corpus_action
A2_official_proceedings,202,A Human-Inspired Reading Agent with Gist Memory of Very Long Contexts,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PROCEEDINGS,Archival published,"Proceedings of the 41st International Conference on Machine Learning, PMLR 235",https://proceedings.mlr.press/v235/lee24c.html,https://proceedings.mlr.press/v235/lee24c.html,Official PMLR proceedings page confirms the exact paper as an ICML 2024 publication. Automated downgrade is false.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; retain PMLR identifier
B1_remainder,214,A Survey on Large Language Model-Based Game Agents,DOWNGRADE,RETAIN_ARCHIVAL_ACCEPTED_ACM,Archival accepted,ACM Computing Surveys,https://doi.org/10.48550/arXiv.2404.02039; arXiv:2404.02039,https://faculty.cc.gatech.edu/~lingliu/publication.html,"Author publication list states “A Survey on Large Language Model Based Game Agents” was accepted by ACM Computing Surveys on May 7, 2026; arXiv v5 also identifies ACM Computing Surveys, 2026. No canonical ACM article DOI was located yet.",ChatGPT-assisted manual evidence review,2026-09-13,keep archival accepted; normalize venue; retain arXiv identifier until ACM DOI is available
A2_openreview,215,AgentKit: Structured LLM Reasoning with Dynamic Graphs,DOWNGRADE,SET_ARCHIVAL_PUBLISHED,Archival published,COLM 2024,https://openreview.net/forum?id=PKfAq8N4fK,https://openreview.net/pdf?id=PKfAq8N4fK,Official OpenReview PDF states 'Published as a conference paper at COLM 2024'. The earlier accepted status can be finalized as published.,ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; retain COLM 2024 venue and identifier
A2_official_proceedings,220,"A Review of Prominent Paradigms for LLM-Based Agents: Tool Use (Including RAG), Planning, and Feedback Learning",DOWNGRADE,RETAIN_ARCHIVAL_CORRECT_IDENTIFIER,Archival published,Proceedings of the 31st International Conference on Computational Linguistics (COLING 2025),https://aclanthology.org/2025.coling-main.652/,https://aclanthology.org/2025.coling-main.652/,"ACL Anthology confirms the exact paper at 2025.coling-main.652, pages 9760-9779. The register's stored identifier 2025.coling-main.658 points to an unrelated music-entity-detection paper and must be corrected. Publication status itself is archival.",ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; correct identifier from .658 to .652
B1_ICLR,232,Steering Large Language Models between Code Execution and Textual Reasoning,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,ICLR 2025,https://proceedings.iclr.cc/paper_files/paper/2025/hash/f763f7c9a6599e14b07add5937d8189c-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/f763f7c9a6599e14b07add5937d8189c-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: Steering Large Language Models between Code Execution and Textual Reasoning. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
A2_openreview,233,ACC-Collab: An Actor-Critic Approach to Multi-Agent LLM Collaboration,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_OPENREVIEW,Archival published,ICLR 2025,https://openreview.net/forum?id=nfKfAzkiez,https://openreview.net/forum?id=nfKfAzkiez,Official OpenReview material states 'Published as a conference paper at ICLR 2025'; DBLP independently indexes it as ICLR 2025.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; normalize venue to ICLR 2025
A2_openreview,238,Proactive Agent: Shifting LLM Agents from Reactive Responses to Active Assistance,DOWNGRADE,SET_ARCHIVAL_PUBLISHED,Archival published,ICLR 2025,https://openreview.net/forum?id=sRIU6k2TcU,https://openreview.net/forum?id=sRIU6k2TcU,Official OpenReview material states 'Published as a conference paper at ICLR 2025'; DBLP also indexes it as ICLR 2025. The earlier accepted status can be finalized as published.,ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; normalize venue to ICLR 2025
A3_upgrades,241,Agents Are Not Enough,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Computer,https://doi.org/10.1109/mc.2025.3575829,https://doi.org/10.1109/mc.2025.3575829,"Exact/near-exact title match with a strong archival DOI and archival container 'Computer', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A2_openreview,247,LLMs are Greedy Agents: Effects of RL Fine-tuning on Decision-Making Abilities,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,ICLR 2026,https://openreview.net/forum?id=weUP6H5Ko9,https://iclr.cc/virtual/2026/day/4/23,"Official ICLR 2026 program lists the exact paper, and current OpenReview material is labeled 'Published as a conference paper at ICLR 2026'. Automated downgrade reflects an older under-review copy.",ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; normalize venue to ICLR 2026
A1,249,"Meta-Agent-Workflow: Streamlining Tool Usage in LLMs through Workflow Construction, Retrieval, and Refinement",VENUE_MISMATCH,RETAIN_ARCHIVAL_NORMALIZE_VENUE,Archival published,Companion Proceedings of the ACM on Web Conference 2025,https://doi.org/10.1145/3701716.3715247,https://doi.org/10.1145/3701716.3715247,The DOI identifies the exact ACM proceedings article. 'Companion Proceedings of the ACM Web Conference 2025 (WWW Companion 2025)' and the canonical title 'Companion Proceedings of the ACM on Web Conference 2025' refer to the same archival proceedings.,ChatGPT-assisted manual evidence review,2026-09-13,keep status; normalize venue
A3_upgrades,250,Orchestrating Agents and Data for Enterprise: A Blueprint Architecture for Compound AI,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,2025 IEEE 41st International Conference on Data Engineering Workshops (ICDEW),https://doi.org/10.1109/icdew67478.2025.00007,https://doi.org/10.1109/icdew67478.2025.00007,"Exact/near-exact title match with a strong archival DOI and archival container '2025 IEEE 41st International Conference on Data Engineering Workshops (ICDEW)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B2_NO_MATCH,251,OTC: Optimal Tool Calls via Reinforcement Learning,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2504.14870,https://arxiv.org/abs/2504.14870,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B2_NO_MATCH,252,Towards Agentic RAG with Deep Reasoning: A Survey of RAG-Reasoning Systems in LLMs,NO_MATCH,SET_ARCHIVAL_PUBLISHED_FINDINGS_EMNLP,Archival published,Findings of EMNLP 2025,https://aclanthology.org/2025.findings-emnlp.648/,https://aclanthology.org/2025.findings-emnlp.648/,"ACL Anthology publishes the exact survey in Findings of EMNLP 2025, pages 12120-12145. The prior preprint-only decision was outdated.",ChatGPT-assisted manual evidence review,2026-09-13,upgrade to Archival published; Findings of EMNLP 2025; canonical ACL Anthology identifier
B2_NO_MATCH,254,A Comprehensive Survey of Self-Evolving AI Agents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2508.07407,https://arxiv.org/abs/2508.07407,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B2_NO_MATCH,256,AgentScope 1.0: A Developer-Centric Framework for Building Agentic Applications,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2508.16279,https://arxiv.org/abs/2508.16279,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
A3_upgrades,261,"Agentic AI: A Comprehensive Survey of Architectures, Applications, and Future Directions",UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Artificial Intelligence Review,https://doi.org/10.1007/s10462-025-11422-4,https://doi.org/10.1007/s10462-025-11422-4,"Exact/near-exact title match with a strong archival DOI and archival container 'Artificial Intelligence Review', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A2_openreview,262,Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models,DOWNGRADE,SET_ARCHIVAL_PUBLISHED,Archival published,ICLR 2026,https://openreview.net/forum?id=eC4ygDs02R,https://iclr.cc/virtual/2026/poster/10008343,Official ICLR 2026 poster page lists the exact paper; current OpenReview material is labeled published at ICLR 2026. The earlier accepted status can be finalized as published.,ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; normalize venue to ICLR 2026
B2_NO_MATCH,264,ALITA-G: Self-Evolving Generative Agent for Agent Generation,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2510.23601,https://arxiv.org/abs/2510.23601,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B2_NO_MATCH,265,AlphaApollo: Orchestrating Foundation Models and Professional Tools into a Self-Evolving System for Deep Agentic Reasoning,NO_MATCH,SET_WORKSHOP_NON_ARCHIVAL_CORRECT_VENUE,Workshop/non-archival,ICLR 2026 Workshop on AI with Recursive Self-Improvement,https://openreview.net/forum?id=UcIFJPXqrB,https://openreview.net/forum?id=UcIFJPXqrB,"Authoritative workshop record supports an ICLR 2026 workshop paper, not the previously recorded Lifelong Agent Workshop venue.",ChatGPT-assisted manual evidence review,2026-09-13,set Workshop/non-archival; correct workshop venue/identifier
B2_NO_MATCH,267,The Era of Agentic Organization: Learning to Organize with Language Models,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2510.26658,https://arxiv.org/abs/2510.26658,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
A3_upgrades,276,"MCP-Flow: Facilitating LLM Agents to Master Real-World, Diverse and Scaling MCP Tools",UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2026.acl-long.231,https://doi.org/10.18653/v1/2026.acl-long.231,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A3_upgrades,277,OCR-Memory: Optical Context Retrieval for Long-Horizon Agent Memory,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2026.acl-long.474,https://doi.org/10.18653/v1/2026.acl-long.474,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A3_upgrades,278,StructMem: Structured Memory for Long-Horizon Behavior in LLMs,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 2: Short Papers),https://doi.org/10.18653/v1/2026.acl-short.12,https://doi.org/10.18653/v1/2026.acl-short.12,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 2: Short Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B1_PMLR,282,SeeAct: GPT-4V__ision__ is a Generalist Web Agent if Grounded,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PMLR,Archival published,Proceedings of ICML,https://proceedings.mlr.press/v235/zheng24e.html,https://proceedings.mlr.press/v235/zheng24e.html,Official Proceedings of Machine Learning Research page lists the exact paper in the ICML proceedings. The automated downgrade was false because the resolver selected the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; set/retain PMLR proceedings identifier
B1_ICLR,284,Reinforcement Learning on Web Interfaces using Workflow-Guided Exploration,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://openreview.net/forum?id=ryTp3f-0-,https://openreview.net/forum?id=ryTp3f-0-,The record-specific OpenReview forum entry confirms Reinforcement Learning on Web Interfaces Using Workflow-Guided Exploration at ICLR 2018.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_ICLR,286,A Real-World WebAgent with Planning Long Context Understanding and Program Synthesis,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2024/hash/e91bf7dfba0477554994c6d64833e9d8-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/hash/e91bf7dfba0477554994c6d64833e9d8-Abstract-Conference.html,"Official ICLR proceedings record for the exact paper: A Real-World WebAgent with Planning, Long Context Understanding, and Program Synthesis. This replaces the earlier generic proceedings-search evidence.",ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_ICLR,289,Agent S An Open Agentic Framework that Uses Computers Like a Human,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/394c7c30ea87b5c3521b4d9e9d419071-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/394c7c30ea87b5c3521b4d9e9d419071-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: Agent S: An Open Agentic Framework that Uses Computers Like a Human. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_TMLR,295,Large Language Model-Brained GUI Agents: A Survey,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_TMLR,Archival published,Transactions on Machine Learning Research,https://openreview.net/pdf?id=xChvYjvXTp,https://openreview.net/pdf?id=xChvYjvXTp,Manual authoritative review located the final TMLR publication/accepted record for the exact paper. The automated downgrade used an earlier arXiv or under-review copy and is therefore false.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; normalize venue to Transactions on Machine Learning Research; add final publication evidence
C1_suspicious_OK_PREPRINT,296,GUI Agents: A Survey,OK_PREPRINT,SET_ARCHIVAL_PUBLISHED_ACL_FINDINGS,Archival published,Findings of the Association for Computational Linguistics: ACL 2025,https://aclanthology.org/2025.findings-acl.1158/,https://aclanthology.org/2025.findings-acl.1158/,"ACL Anthology lists the exact paper 'GUI Agents: A Survey' in Findings of ACL 2025, pages 22522-22538, DOI 10.18653/v1/2025.findings-acl.1158. The preprint-only register status is outdated.",ChatGPT-assisted manual evidence review,2026-09-13,set Archival published; venue Findings ACL 2025; canonical ACL Anthology identifier and DOI
B1_ICLR,298,WALT: Web Agents that Learn Tools,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2026/hash/5b175f9e93873e3a10a6ce43dbb82e05-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/hash/5b175f9e93873e3a10a6ce43dbb82e05-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: WALT: Web Agents that Learn Tools. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B2_NO_MATCH,301,Synapse: Leveraging Few-Shot Exemplars for Human-Level Computer Control,NO_MATCH,MERGE_VERSION_WITH_457_FINAL_ICLR,Archival published,ICLR 2024,https://proceedings.iclr.cc/paper_files/paper/2024/hash/52f050499cf82fa8efb588e263f6f3a7-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/hash/52f050499cf82fa8efb588e263f6f3a7-Abstract-Conference.html,This earlier-title Synapse record is the same work as canonical record 457. Official ICLR 2024 proceedings confirm the final paper; record 301 must not be counted separately.,ChatGPT-assisted manual evidence review,2026-09-13,mark duplicate/version of record 457; do not count separately; final work is ICLR 2024
B1_PMLR,307,Cradle Empowering Foundation Agents Towards General Computer Control,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PMLR,Archival published,Proceedings of the 42nd International Conference on Machine Learning,https://proceedings.mlr.press/v267/tan25h.html,https://proceedings.mlr.press/v267/tan25h.html,Official Proceedings of Machine Learning Research page lists the exact paper in the ICML proceedings. The automated downgrade was false because the resolver selected the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; set/retain PMLR proceedings identifier
A3_upgrades,309,Grounded Language Agent for Product Search via Intelligent Web Interactions,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,"Proceedings of the 1st Workshop on Customizable NLP: Progress and Challenges in Customizing NLP for a Domain, Application, Group, or Individual (CustomNLP4U)",https://doi.org/10.18653/v1/2024.customnlp4u-1.7,https://doi.org/10.18653/v1/2024.customnlp4u-1.7,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 1st Workshop on Customizable NLP: Progress and Challenges in Customizing NLP for a Domain, Application, Group, or Individual (CustomNLP4U)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Unconfirmed' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B2_NO_MATCH,313,Turn Every Application into an Agent: Towards Efficient Human-Agent-Computer Interaction with API-First LLM-Based Agents,NO_MATCH,SET_ARCHIVAL_PUBLISHED_RENAMED_FINAL,Archival published,ACL 2025 Long Papers,https://aclanthology.org/2025.acl-long.381/,https://aclanthology.org/2025.acl-long.381/,arXiv 2409.17140 was revised under the final title AXIS: Efficient Human-Agent-Computer Interaction with API-First LLM-Based Agents; ACL Anthology confirms the archival ACL 2025 paper.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; correct title to AXIS; set DOI 10.18653/v1/2025.acl-long.381
B2_NO_MATCH,316,"AI Agents for Computer Use: A Review of Instruction-based Computer Control, GUI Automation, and Operator Assistants",NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2501.16150,https://arxiv.org/abs/2501.16150,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
A2_openreview,320,LLM-Powered GUI Agents in Phone Automation: Surveying Progress and Prospects,DOWNGRADE,RETAIN_ARCHIVAL_CORRECT_IDENTIFIER,Archival published,Transactions on Machine Learning Research,https://openreview.net/forum?id=yWQqoi1G1K,https://openreview.net/pdf?id=yWQqoi1G1K,Official OpenReview PDF is labeled 'Published in Transactions on Machine Learning Research (11/2025)'. The register's placeholder-like OpenReview id should be replaced by canonical id yWQqoi1G1K.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; correct OpenReview identifier to yWQqoi1G1K
B1_remainder,323,GA: A Comprehensive Survey on LLM-based GUI Agent,DOWNGRADE,SET_PREPRINT_ONLY,Preprint/technical report,TechRxiv,https://doi.org/10.36227/techrxiv.175322671.12208812/v1,https://doi.org/10.36227/techrxiv.175322671.12208812/v1,The available record is a TechRxiv submitted manuscript/preprint; the known-answer control already identified this register archival claim as a false positive.,ChatGPT-assisted manual evidence review,2026-09-13,set preprint/technical report; set TechRxiv identifier
A3_upgrades,325,Embodied Web Agents Bridging Physical-Digital Realms for Integrated Agent Intelligence,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Advances in Neural Information Processing Systems 38,https://doi.org/10.52202/085713-1585,https://doi.org/10.52202/085713-1585,"Exact/near-exact title match with a strong archival DOI and archival container 'Advances in Neural Information Processing Systems 38', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B2_NO_MATCH,326,Agentic Web: Weaving the Next Web with AI Agents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2502.09543,https://arxiv.org/abs/2502.09543,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B2_NO_MATCH,327,CoAct-1: Computer-using Agents with Coding as Actions,NO_MATCH,SET_ARCHIVAL_PUBLISHED_ICLR_FINAL_TITLE,Archival published,ICLR 2026,https://openreview.net/forum?id=l1MQVgIKEU,https://openreview.net/forum?id=l1MQVgIKEU,Final OpenReview paper is published at ICLR 2026 under the title CoAct-1: Computer-using Multi-Agent System with Coding Actions. The earlier corpus title and arXiv identifier were outdated.,ChatGPT-assisted manual evidence review,2026-09-13,upgrade to Archival published; ICLR 2026; final title variant; arXiv lineage 2508.03923
B2_NO_MATCH,329,Are LLM Agents the New RPA: A Comparative Study with RPA Across Enterprise Workflows,NO_MATCH,RETAIN_PREPRINT_NO_ARCHIVAL_PROCEEDINGS,Preprint/technical report,arXiv / CoRR,https://arxiv.org/abs/2509.04198,https://dblp.org/rec/journals/corr/abs-2509-04198,"Although the authors report presenting the work at BPM, DBLP and bibliographic indexing still list this exact work only as CoRR/arXiv; no archival proceedings record was located.",ChatGPT-assisted manual evidence review,2026-09-13,retain preprint until archival proceedings evidence exists
B1_TMLR,330,BrowserAgent: Building Web Agents with Human-Inspired Web Browsing Actions,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_TMLR,Archival published,Transactions on Machine Learning Research,https://mlanthology.org/tmlr/2026/yu2026tmlr-browseragent/,https://mlanthology.org/tmlr/2026/yu2026tmlr-browseragent/,Manual authoritative review located the final TMLR publication/accepted record for the exact paper. The automated downgrade used an earlier arXiv or under-review copy and is therefore false.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; normalize venue to Transactions on Machine Learning Research; add final publication evidence
B2_NO_MATCH,336,A Comprehensive Survey of Agents for Computer Use,NO_MATCH,RETAIN_ARCHIVAL_CORRECT_JAIR_METADATA,Archival published,Journal of Artificial Intelligence Research 85,https://doi.org/10.1613/jair.1.19490,https://jair.org/index.php/jair/article/view/19490,"JAIR published the final article on 26 March 2026. The stored DOI 10.1613/jair.1.17178 is wrong; the correct DOI is 10.1613/jair.1.19490 and the final title includes the subtitle Foundations, Challenges, and Future Directions.",ChatGPT-assisted manual evidence review,2026-09-13,keep archival; correct title and DOI to 10.1613/jair.1.19490
B2_NO_MATCH,338,WebArena: A Realistic Web Environment for Building Autonomous Agents,NO_MATCH,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,ICLR 2024,https://proceedings.iclr.cc/paper_files/paper/2024/hash/4410c0711e9154a7a2d26f9b3816d1ef-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/hash/4410c0711e9154a7a2d26f9b3816d1ef-Abstract-Conference.html,Official ICLR proceedings confirm WebArena at ICLR 2024.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; add official proceedings identifier
B1_PMLR,340,WebLINX: Real-World Website Navigation with Multi-Turn Dialogue,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PMLR,Archival published,Proceedings of ICML,https://proceedings.mlr.press/v235/lu24e.html,https://proceedings.mlr.press/v235/lu24e.html,Official Proceedings of Machine Learning Research page lists the exact paper in the ICML proceedings. The automated downgrade was false because the resolver selected the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; set/retain PMLR proceedings identifier
B1_ICLR,341,AgentBench Evaluating LLMs as Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2024/hash/e9df36b21ff4ee211a8b71ee8b7e9f57-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/hash/e9df36b21ff4ee211a8b71ee8b7e9f57-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: AgentBench: Evaluating LLMs as Agents. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_ICLR,342,GAIA a benchmark for General AI Assistants,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2024/hash/25ae35b5b1738d80f1f03a8713e405ec-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/hash/25ae35b5b1738d80f1f03a8713e405ec-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: GAIA: a benchmark for General AI Assistants. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
A1,343,OmniACT: A Dataset and Benchmark for Enabling Multimodal Generalist Autonomous Agents for Desktop and Web,VENUE_MISMATCH,RETAIN_ARCHIVAL_NORMALIZE_CONTAINER,Archival published,"Computer Vision – ECCV 2024, Lecture Notes in Computer Science",https://doi.org/10.1007/978-3-031-73113-6_10,https://doi.org/10.1007/978-3-031-73113-6_10,The Springer DOI is an ECCV 2024 proceedings chapter published in the Lecture Notes in Computer Science series. 'European Conference on Computer Vision' and the LNCS container are event/container descriptions of the same archival publication.,ChatGPT-assisted manual evidence review,2026-09-13,keep status; normalize venue to ECCV 2024/LNCS
B1_PMLR,344,WorkArena: How Capable Are Web Agents at Solving Common Knowledge Work Tasks,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PMLR,Archival published,Proceedings of ICML,https://proceedings.mlr.press/v235/drouin24a.html,https://proceedings.mlr.press/v235/drouin24a.html,Official Proceedings of Machine Learning Research page lists the exact paper in the ICML proceedings. The automated downgrade was false because the resolver selected the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; set/retain PMLR proceedings identifier
