record_id,title,register_status,register_venue,register_identifier,identifier_host,direct_authoritative_identifier,machine_verdict,machine_notes,found_title,found_venue,found_year,found_doi,candidate_sources,archival_evidence,suspicious_ok_preprint,priority,adjudication_decision,authoritative_evidence_url,authoritative_evidence_note,adjudicated_by,adjudicated_at,venue_family
518,Multimodal Web Navigation with Instruction-Finetuned Foundation Models,Archival published,International Conference on Learning Representations,arXiv:2305.11854,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Multimodal Web Navigation with Instruction-Finetuned Foundation Models,arXiv,2023,10.48550/arxiv.2305.11854,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2305.11854,no,B1,PENDING,,,,,OPENREVIEW_ICLR
521,Agent Workflow Memory,Archival published,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2409.07429,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Agent Workflow Memory,arXiv,2024,10.48550/arxiv.2409.07429,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2409.07429,no,B1,PENDING,,,,,PMLR_ICML
529,AgentTrek Agent Trajectory Synthesis via Guiding Replay with Web Tutorials,Archival published,International Conference on Learning Representations,arXiv:2412.09605,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AgentTrek: Agent Trajectory Synthesis via Guiding Replay with Web Tutorials,arXiv,2024,10.48550/arxiv.2412.09605,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2412.09605,no,B1,PENDING,,,,,OPENREVIEW_ICLR
530,AgentRefine Enhancing Agent Generalization through Refinement Tuning,Archival published,International Conference on Learning Representations,arXiv:2501.01702,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AgentRefine: Enhancing Agent Generalization through Refinement Tuning,arXiv,2025,10.48550/arxiv.2501.01702,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2501.01702,no,B1,PENDING,,,,,OPENREVIEW_ICLR
538,Go-Browse: Training Web Agents with Structured Exploration,Archival published,International Conference on Learning Representations,arXiv:2506.03533,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Go-Browse: Training Web Agents with Structured Exploration,arXiv,2025,10.48550/arxiv.2506.03533,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.03533,no,B1,PENDING,,,,,OPENREVIEW_ICLR
548,WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks,Archival published,Proceedings of CVPR,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks,,2026,10.48550/arxiv.2601.02439,openalex:title | openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,,CVF
554,WebFactory: Automated Compression of Foundational Language Intelligence into Grounded Web Agents,Archival published,International Conference on Learning Representations,arXiv:2603.05044,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,WebFactory: Automated Compression of Foundational Language Intelligence into Grounded Web Agents,arXiv,2026,10.48550/arxiv.2603.05044,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2603.05044,no,B1,PENDING,,,,,OPENREVIEW_ICLR
569,Learn-by-interact: A Data-Centric Framework for Self-Adaptive Agents in Realistic Environments,Archival published,International Conference on Learning Representations,arXiv:2501.10893,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Learn-by-interact: A Data-Centric Framework for Self-Adaptive Agents in Realistic Environments,arXiv,2025,10.48550/arxiv.2501.10893,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2501.10893,no,B1,PENDING,,,,,OPENREVIEW_ICLR
570,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,Archival published,COLM 2025,OpenReview SoEmgM1ioC; 2502.14496,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,arXiv,2025,10.48550/arxiv.2502.14496,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2502.14496,no,B1,PENDING,,,,,OPENREVIEW_COLM
578,Breaking the Data Barrier -- Building GUI Agents Through Task Generalization,Archival published,COLM 2025,OpenReview QDtORaZt8K; 2504.10127,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Breaking the Data Barrier -- Building GUI Agents Through Task Generalization,arXiv,2025,10.48550/arxiv.2504.10127,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2504.10127,no,B1,PENDING,,,,,OPENREVIEW_COLM
589,Structured Agent Distillation for Large Language Model,Archival accepted,AAMAS 2026,2505.13820,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Structured Agent Distillation for Large Language Model Agents,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,,10.65109/olhj8062,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,crossref:title: crossref type=proceedings-article venue='Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems',no,B1,PENDING,,,,,OTHER
595,AgentSynth: Scalable Task Generation for Generalist Computer-Use Agents,Archival published,International Conference on Learning Representations,arXiv:2506.14205,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AgentSynth: Scalable Task Generation for Generalist Computer-Use Agents,arXiv,2025,10.48550/arxiv.2506.14205,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.14205,no,B1,PENDING,,,,,OPENREVIEW_ICLR
615,"Don’t Just Fine-tune the Agent, Tune the Environment",Archival published,International Conference on Learning Representations,arXiv:2510.10197,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,"Don't Just Fine-tune the Agent, Tune the Environment",arXiv,2025,10.48550/arxiv.2510.10197,datacite:arxiv | openalex:arxiv,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.10197,no,B1,PENDING,,,,,OPENREVIEW_ICLR
619,Search Self-play: Pushing the Frontier of Agent Capability without Supervision,Archival published,International Conference on Learning Representations,arXiv:2510.18821,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Search Self-play: Pushing the Frontier of Agent Capability without Supervision,arXiv,2025,10.48550/arxiv.2510.18821,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.18821,no,B1,PENDING,,,,,OPENREVIEW_ICLR
631,Digi-Q: Learning VLM Q-Value Functions for Training Device-Control Agents,Archival published,International Conference on Learning Representations,arXiv:2502.15760,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Digi-Q: Learning Q-Value Functions for Training Device-Control Agents,arXiv,2025,10.48550/arxiv.2502.15760,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2502.15760,no,B1,PENDING,,,,,OPENREVIEW_ICLR
639,WAREX: WEB AGENT RELIABILITY EVALUATION ON EXISTING BENCHMARKS,Archival published,TMLR,arXiv:2510.03285,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,WAREX: Web Agent Reliability Evaluation on Existing Benchmarks,arXiv,2025,10.48550/arxiv.2510.03285,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.03285,no,B1,PENDING,,,,,OPENREVIEW_TMLR
640,An Illusion of Progress - Assessing the Current State of Web Agents,Archival published,COLM,arXiv:2504.01382,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,An Illusion of Progress? Assessing the Current State of Web Agents,arXiv,2025,10.48550/arxiv.2504.01382,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2504.01382,no,B1,PENDING,,,,,OPENREVIEW_COLM
643,Autonomous Evaluation and Refinement of Digital Agents,Archival published,COLM,arXiv:2404.06474,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Autonomous Evaluation and Refinement of Digital Agents,arXiv,2024,10.48550/arxiv.2404.06474,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2404.06474,no,B1,PENDING,,,,,OPENREVIEW_COLM
650,Just Do It!- Computer-Use Agents Exhibit Blind Goal-Directedness,Archival published,International Conference on Learning Representations,arXiv:2510.01670,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Just Do It!? Computer-Use Agents Exhibit Blind Goal-Directedness,arXiv,2025,10.48550/arxiv.2510.01670,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.01670,no,B1,PENDING,,,,,OPENREVIEW_ICLR
667,SCRIBES: Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning,Archival published,International Conference on Learning Representations,arXiv:2510.01832,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,SCRIBES: Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning,arXiv,2025,10.48550/arxiv.2510.01832,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.01832,no,B1,PENDING,,,,,OPENREVIEW_ICLR
699,AdvAgent Controllable Blackbox Red-teaming on Web Agents,Archival published,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2410.17401,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AdvAgent: Controllable Blackbox Red-teaming on Web Agents,arXiv,2024,10.48550/arxiv.2410.17401,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.17401,no,B1,PENDING,,,,,PMLR_ICML
702,EIA: Environmental Injection Attack on Generalist Web Agents for Privacy Leakage,Archival published,International Conference on Learning Representations,arXiv:2409.11295,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,EIA: Environmental Injection Attack on Generalist Web Agents for Privacy Leakage,arXiv,2024,10.48550/arxiv.2409.11295,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2409.11295,no,B1,PENDING,,,,,OPENREVIEW_ICLR
703,SafeArena Evaluating the Safety of Autonomous Web Agents,Archival published,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2503.04957,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,SafeArena: Evaluating the Safety of Autonomous Web Agents,arXiv,2025,10.48550/arxiv.2503.04957,datacite:arxiv,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2503.04957,no,B1,PENDING,,,,,PMLR_ICML
708,RedTeamCUA Realistic Adversarial Testing of Computer-Use Agents in Hybrid Web-OS Environments,Archival published,International Conference on Learning Representations,arXiv:2503.05197,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,RedTeamCUA: Realistic Adversarial Testing of Computer-Use Agents in Hybrid Web-OS Environments,,2025,10.48550/arxiv.2505.21936,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,,OPENREVIEW_ICLR
713,VisualTrap A Stealthy Backdoor Attack on GUI Agents via Visual Grounding Manipulation,Archival published,COLM,arXiv:2507.06899,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,VisualTrap: A Stealthy Backdoor Attack on GUI Agents via Visual Grounding Manipulation,arXiv,2025,10.48550/arxiv.2507.06899,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2507.06899,no,B1,PENDING,,,,,OPENREVIEW_COLM
716,HackWorld: EVALUATING COMPUTER-USE AGENTS ON EXPLOITING WEB APPLICATION VULNERABILITIES,Archival published,International Conference on Learning Representations,arXiv:2501.16500,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,HackWorld: Evaluating Computer-Use Agents on Exploiting Web Application Vulnerabilities,,2025,10.48550/arxiv.2510.12200,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,,OPENREVIEW_ICLR
728,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,Archival published,International Conference on Learning Representations,arXiv:2309.15817,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,arXiv,2023,10.48550/arxiv.2309.15817,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2309.15817,no,B1,PENDING,,,,,OPENREVIEW_ICLR
733,Agent Smith A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,Archival published,Proceedings of the 41st International Conference on Machine Learning,arXiv:2402.08567,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Agent Smith: A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,arXiv,2024,10.48550/arxiv.2402.08567,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2402.08567,no,B1,PENDING,,,,,PMLR_ICML
744,Agent Security Bench (ASB)- Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,Archival published,International Conference on Learning Representations,arXiv:2410.02644,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Agent Security Bench (ASB): Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,arXiv,2024,10.48550/arxiv.2410.02644,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.02644,no,B1,PENDING,,,,,OPENREVIEW_ICLR
745,HAICOSYSTEM: An Ecosystem for Sandboxing Safety Risks in Human-AI Interactions,Archival published,Conference on Language Modeling,arXiv:2409.16427,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,HAICOSYSTEM: An Ecosystem for Sandboxing Safety Risks in Human-AI Interactions,arXiv,2024,10.48550/arxiv.2409.16427,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2409.16427,no,B1,PENDING,,,,,OPENREVIEW_COLM
746,Multimodal Situational Safety,Archival published,International Conference on Learning Representations,arXiv:2410.06172,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Multimodal Situational Safety,arXiv,2024,10.48550/arxiv.2410.06172,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.06172,no,B1,PENDING,,,,,OPENREVIEW_ICLR
748,AgentHarm A Benchmark for Measuring Harmfulness of LLM Agents,Archival published,International Conference on Learning Representations,arXiv:2410.09024,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AgentHarm: A Benchmark for Measuring Harmfulness of LLM Agents,arXiv,2024,10.48550/arxiv.2410.09024,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.09024,no,B1,PENDING,,,,,OPENREVIEW_ICLR
761,Towards Trustworthy GUI Agents: A Survey,Archival published,Findings of the Association for Computational Linguistics: ACL 2025,https://doi.org/10.18653/v1/2025.findings-acl.1158,doi.org,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Towards Trustworthy GUI Agents: A Survey,,2025,10.48550/arxiv.2503.23434,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,,ACL_ANTHOLOGY
771,IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems,Archival accepted,,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems,,2025,10.48550/arxiv.2505.12442,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,,VENUE_BLANK
777,Demonstrations of Integrity Attacks in Multi-Agent Systems,Archival accepted,,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Demonstrations of Integrity Attacks in Multi-Agent Systems,,2025,10.48550/arxiv.2506.04572,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,,VENUE_BLANK
779,Simple Prompt Injection Attacks Can Leak Personal Data Observed by LLM Agents During Task Execution,Archival accepted,,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Simple Prompt Injection Attacks Can Leak Personal Data Observed by LLM Agents During Task Execution,,2025,10.48550/arxiv.2506.01055,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,,VENUE_BLANK
783,AprielGuard,Archival accepted,,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AprielGuard,,2025,,openalex:title | openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,,VENUE_BLANK
786,SMCP: Secure Model Context Protocol,Archival accepted,,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,SMCP: Secure Model Context Protocol,,2026,10.48550/arxiv.2602.01129,openalex:title | openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,,VENUE_BLANK
787,MCP SECURITY BENCH (MSB)- BENCHMARKING ATTACKS AGAINST MODEL CONTEXT PROTOCOL IN LLM AGENTS,Archival published,International Conference on Learning Representations,arXiv:2504.03767,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,MCP Security Bench (MSB): Benchmarking Attacks Against Model Context Protocol in LLM Agents,,2025,10.48550/arxiv.2510.15994,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,,OPENREVIEW_ICLR
788,ADAM: A Systematic Data Extraction Attack on Agent Memory via Adaptive Querying,Archival accepted,,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,ADAM: A Systematic Data Extraction Attack on Agent Memory via Adaptive Querying,,2026,,openalex:title | openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,,VENUE_BLANK
789,SnapGuard: Lightweight Prompt Injection Detection for Screenshot-Based Web Agents,Archival accepted,,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,SnapGuard: Lightweight Prompt Injection Detection for Screenshot-Based Web Agents,,2026,10.48550/arxiv.2604.25562,openalex:title | openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,,VENUE_BLANK
